target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale
alloc::vec::Vec::resize_with,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"Growth repeatedly invokes a zero-argument FnMut whose ordered outputs may depend on evolving mutable captures, as shown by the source example. Existing vstd closure contracts expose only a stateless input-output relation, not the call trace or closure-state transitions needed to characterize the appended sequence. Restricting the closure to one possible output or excluding growth would impose an artificial domain."
core::array::from_fn,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"forall|i: int| 0 <= i < N ==> #[trigger] f.requires((i as usize,)); forall|i: int, x: T, y: T| #![trigger f.ensures((i as usize,), x), f.ensures((i as usize,), y)] 0 <= i < N && f.ensures((i as usize,), x) && f.ensures((i as usize,), y) ==> x == y","forall|i: int| 0 <= i < N ==> f.ensures((i as usize,), #[trigger] result@[i])","pub assume_specification<T, const N: usize, F>[
    core::array::from_fn::<T, N, F>
](f: F) -> (result: [T; N])
    where
        F: FnMut(usize) -> T,
    requires
        forall|i: int| 0 <= i < N ==> #[trigger] f.requires((i as usize,)),
        forall|i: int, x: T, y: T|
            #![trigger f.ensures((i as usize,), x), f.ensures((i as usize,), y)]
            0 <= i < N
                && f.ensures((i as usize,), x)
                && f.ensures((i as usize,), y)
                ==> x == y,
    ensures
        forall|i: int| 0 <= i < N ==> f.ensures((i as usize,), #[trigger] result@[i]),
;",The implementation calls f once for every index and stores that value at the same index. Requiring the callback contract to be defined and single-valued on 0..N yields a useful deterministic per-index result relation.
core::array::map,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The source calls a stateful FnMut sequentially, and its example demonstrates evolving captured state. Relating every result to the original closure's call_ensures would be unsound without a closure-state trace or prophetic transition model; the result length is already encoded by its type."
core::cell::LazyCell::force,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The behavior depends on private Init, Uninit, and Poisoned state and may invoke the stored FnOnce while mutating through a shared reference. Current vstd has no LazyCell state model capable of relating the returned reference to that hidden state."
core::cell::LazyCell::new,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The source stores the closure in private Uninit state without invoking it. Without a public vstd model of LazyCell state or its stored initializer, no useful observable relation can be stated."
core::cell::OnceCell::get_or_init,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The callback is invoked only when private cell state is empty, and the method initializes through &self. Current vstd cannot describe the prior and resulting OnceCell state or the identity of the returned reference."
core::cell::Ref::filter_map,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The source either wraps the reference returned by f while preserving the borrow guard or returns orig unchanged. vstd lacks a logical model connecting Ref's dereference target and guard to the callback reference, so call_ensures alone cannot specify the useful behavior."
core::cell::Ref::map,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"Although call_ensures can describe the FnOnce result, current vstd has no Ref model that connects that returned &U to the dereference target of the resulting Ref while preserving its borrow guard."
core::cell::Ref::map_split,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,The source wraps the two references returned by the closure in new Ref guards. vstd has no public Ref content or borrow-token model connecting those references to the returned guards.
core::cell::RefCell::replace_with,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The shared receiver is modified through hidden interior state, and the operation can panic based on hidden borrow state. vstd has no RefCell content or borrow-state model with which to express either behavior."
core::cell::RefMut::filter_map,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,Relating the Ok guard to the closure result requires modeling a returned mutable reference and its final value; relating the Err guard requires a RefMut ownership model. Neither abstraction is available.
core::cell::RefMut::map,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,The returned RefMut is constructed from the mutable reference produced by the closure. Expressing that projection and its eventual write-back requires unsupported mutable-reference-return prophecy and a RefMut model.
core::cell::RefMut::map_split,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,"The closure returns two mutable projections that become independently held RefMut guards. A sound contract needs prophetic write-back, guard ownership, and disjointness abstractions absent from current vstd."
core::cmp::Ordering::then_with,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown;structured_contract_mismatch,,,ordering == core::cmp::Ordering::Equal ==> f.requires(()),"ordering == core::cmp::Ordering::Equal ==> f.ensures((), result); ordering != core::cmp::Ordering::Ordering::Equal ==> result == ordering","pub assume_specification<F>[ core::cmp::Ordering::then_with ](
    ordering: core::cmp::Ordering,
    f: F,
) -> (result: core::cmp::Ordering)
where
    F: FnOnce() -> core::cmp::Ordering,
    requires
        ordering == core::cmp::Ordering::Equal ==> f.requires(()),
    ensures
        ordering == core::cmp::Ordering::Equal ==> f.ensures((), result),
        ordering != core::cmp::Ordering::Equal ==> result == ordering,
;",The implementation invokes the closure only for Equal and otherwise returns self. Moving the FnOnce bound into a where-clause preserves the signature while avoiding the runner's angle-bracket parsing ambiguity.
core::cmp::max_by,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"compare.requires((&v1, &v2)); forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering| #![trigger compare.ensures((&v1, &v2), ordering1), compare.ensures((&v1, &v2), ordering2)] compare.ensures((&v1, &v2), ordering1) && compare.ensures((&v1, &v2), ordering2) ==> (ordering1 == core::cmp::Ordering::Greater <==> ordering2 == core::cmp::Ordering::Greater)","exists|ordering: core::cmp::Ordering| { &&& #[trigger] compare.ensures((&v1, &v2), ordering) &&& result == if ordering == core::cmp::Ordering::Greater { v1 } else { v2 } }","pub assume_specification<T, F>[ core::cmp::max_by ](
    v1: T,
    v2: T,
    compare: F,
) -> (result: T)
where
    F: FnOnce(&T, &T) -> core::cmp::Ordering,
    requires
        compare.requires((&v1, &v2)),
        forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering|
            #![trigger compare.ensures((&v1, &v2), ordering1),
                       compare.ensures((&v1, &v2), ordering2)]
            compare.ensures((&v1, &v2), ordering1)
                && compare.ensures((&v1, &v2), ordering2)
                ==> (ordering1 == core::cmp::Ordering::Greater
                    <==> ordering2 == core::cmp::Ordering::Greater),
    ensures
        exists|ordering: core::cmp::Ordering| {
            &&& #[trigger] compare.ensures((&v1, &v2), ordering)
            &&& result == if ordering == core::cmp::Ordering::Greater { v1 } else { v2 }
        },
;","The source calls the comparator once and returns v1 exactly for Greater. The additional requirement minimally ensures that all comparator outcomes admitted for these arguments agree on that observed branch, without requiring Less and Equal to be distinguished."
core::cmp::max_by_key,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"K::obeys_partial_cmp_spec(); f.requires((&v2,)); f.requires((&v1,)); forall|key2a: K, key2b: K| #![trigger f.ensures((&v2,), key2a), f.ensures((&v2,), key2b)] f.ensures((&v2,), key2a) && f.ensures((&v2,), key2b) ==> key2a == key2b; forall|key1a: K, key1b: K| #![trigger f.ensures((&v1,), key1a), f.ensures((&v1,), key1b)] f.ensures((&v1,), key1a) && f.ensures((&v1,), key1b) ==> key1a == key1b","exists|key2: K| { &&& #[trigger] f.ensures((&v2,), key2) &&& exists|key1: K| { &&& #[trigger] f.ensures((&v1,), key1) &&& result == if key2.partial_cmp_spec(&key1) == Some(core::cmp::Ordering::Less) { v1 } else { v2 } } }","pub assume_specification<T, F, K>[ core::cmp::max_by_key ](
    v1: T,
    v2: T,
    f: F,
) -> (result: T)
where
    F: FnMut(&T) -> K,
    K: core::cmp::Ord,
    requires
        K::obeys_partial_cmp_spec(),
        f.requires((&v2,)),
        f.requires((&v1,)),
        forall|key2a: K, key2b: K|
            #![trigger f.ensures((&v2,), key2a), f.ensures((&v2,), key2b)]
            f.ensures((&v2,), key2a)
                && f.ensures((&v2,), key2b)
                ==> key2a == key2b,
        forall|key1a: K, key1b: K|
            #![trigger f.ensures((&v1,), key1a), f.ensures((&v1,), key1b)]
            f.ensures((&v1,), key1a)
                && f.ensures((&v1,), key1b)
                ==> key1a == key1b,
    ensures
        exists|key2: K| {
            &&& #[trigger] f.ensures((&v2,), key2)
            &&& exists|key1: K| {
                &&& #[trigger] f.ensures((&v1,), key1)
                &&& result == if key2.partial_cmp_spec(&key1)
                    == Some(core::cmp::Ordering::Less)
                {
                    v1
                } else {
                    v2
                }
            }
        },
;","The source evaluates f(&v2) and then f(&v1), returning v1 exactly when the first key is less. The PartialOrdSpec law connects runtime comparison to partial_cmp_spec, while single-valued callback relations make the observable result deterministic."
core::cmp::min_by,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"compare.requires((&v1, &v2)); forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering| #![trigger compare.ensures((&v1, &v2), ordering1), compare.ensures((&v1, &v2), ordering2)] compare.ensures((&v1, &v2), ordering1) && compare.ensures((&v1, &v2), ordering2) ==> (ordering1 == core::cmp::Ordering::Greater <==> ordering2 == core::cmp::Ordering::Greater)","exists|ordering: core::cmp::Ordering| { &&& #[trigger] compare.ensures((&v1, &v2), ordering) &&& result == if ordering == core::cmp::Ordering::Greater { v2 } else { v1 } }","pub assume_specification<T, F>[ core::cmp::min_by ](
    v1: T,
    v2: T,
    compare: F,
) -> (result: T)
where
    F: FnOnce(&T, &T) -> core::cmp::Ordering,
    requires
        compare.requires((&v1, &v2)),
        forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering|
            #![trigger compare.ensures((&v1, &v2), ordering1),
                       compare.ensures((&v1, &v2), ordering2)]
            compare.ensures((&v1, &v2), ordering1)
                && compare.ensures((&v1, &v2), ordering2)
                ==> (ordering1 == core::cmp::Ordering::Greater
                    <==> ordering2 == core::cmp::Ordering::Greater),
    ensures
        exists|ordering: core::cmp::Ordering| {
            &&& #[trigger] compare.ensures((&v1, &v2), ordering)
            &&& result == if ordering == core::cmp::Ordering::Greater { v2 } else { v1 }
        },
;",The source calls the comparator once and returns v2 exactly for Greater. The additional requirement minimally ensures that all comparator outcomes admitted for these arguments agree on that observed branch.
core::cmp::min_by_key,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"K::obeys_partial_cmp_spec(); f.requires((&v2,)); f.requires((&v1,)); forall|key2a: K, key1a: K, key2b: K, key1b: K| #![trigger f.ensures((&v2,), key2a), f.ensures((&v1,), key1a), f.ensures((&v2,), key2b), f.ensures((&v1,), key1b)] f.ensures((&v2,), key2a) && f.ensures((&v1,), key1a) && f.ensures((&v2,), key2b) && f.ensures((&v1,), key1b) ==> (key2a.partial_cmp_spec(&key1a) == Some(core::cmp::Ordering::Less) <==> key2b.partial_cmp_spec(&key1b) == Some(core::cmp::Ordering::Less))","exists|key2: K| { &&& #[trigger] f.ensures((&v2,), key2) &&& exists|key1: K| { &&& #[trigger] f.ensures((&v1,), key1) &&& result == if key2.partial_cmp_spec(&key1) == Some(core::cmp::Ordering::Less) { v2 } else { v1 } } }","pub assume_specification<T, F, K>[ core::cmp::min_by_key ](
    v1: T,
    v2: T,
    f: F,
) -> (result: T)
where
    F: FnMut(&T) -> K,
    K: core::cmp::Ord,
    requires
        K::obeys_partial_cmp_spec(),
        f.requires((&v2,)),
        f.requires((&v1,)),
        forall|key2a: K, key1a: K, key2b: K, key1b: K|
            #![trigger
                f.ensures((&v2,), key2a),
                f.ensures((&v1,), key1a),
                f.ensures((&v2,), key2b),
                f.ensures((&v1,), key1b)
            ]
            f.ensures((&v2,), key2a)
                && f.ensures((&v1,), key1a)
                && f.ensures((&v2,), key2b)
                && f.ensures((&v1,), key1b)
                ==> (
                    key2a.partial_cmp_spec(&key1a)
                        == Some(core::cmp::Ordering::Less)
                    <==>
                    key2b.partial_cmp_spec(&key1b)
                        == Some(core::cmp::Ordering::Less)
                ),
    ensures
        exists|key2: K| {
            &&& #[trigger] f.ensures((&v2,), key2)
            &&& exists|key1: K| {
                &&& #[trigger] f.ensures((&v1,), key1)
                &&& result == if key2.partial_cmp_spec(&key1)
                    == Some(core::cmp::Ordering::Less)
                {
                    v2
                } else {
                    v1
                }
            }
        },
;","The source evaluates f(&v2) and then f(&v1), returning v2 exactly when its key is less. PartialOrdSpec connects the runtime comparison to partial_cmp_spec, while the branch-consistency requirement permits non-single-valued key relations provided every admitted key pair selects the same observable result."
core::future::poll_fn,other,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:higher_order_contract,,,,,,The constructor only stores f in PollFn's private field. vstd has no public PollFn or Future-polling model relating the returned future to that closure.
core::ops::Bound::map,other,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,0,0,classification:higher_order_contract,,,"spec_bound(bound) is Included ==> f.requires((spec_bound(bound)->Included_0,)); spec_bound(bound) is Excluded ==> f.requires((spec_bound(bound)->Excluded_0,)); spec_bound(bound) is Included ==> forall|u1: U, u2: U| #![trigger f.ensures((spec_bound(bound)->Included_0,), u1), f.ensures((spec_bound(bound)->Included_0,), u2)] f.ensures((spec_bound(bound)->Included_0,), u1) && f.ensures((spec_bound(bound)->Included_0,), u2) ==> u1 == u2; spec_bound(bound) is Excluded ==> forall|u1: U, u2: U| #![trigger f.ensures((spec_bound(bound)->Excluded_0,), u1), f.ensures((spec_bound(bound)->Excluded_0,), u2)] f.ensures((spec_bound(bound)->Excluded_0,), u1) && f.ensures((spec_bound(bound)->Excluded_0,), u2) ==> u1 == u2","spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded; spec_bound(bound) is Included ==> spec_bound(result) is Included && f.ensures((spec_bound(bound)->Included_0,), spec_bound(result)->Included_0); spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded && f.ensures((spec_bound(bound)->Excluded_0,), spec_bound(result)->Excluded_0)","pub assume_specification<T, U, F>[ core::ops::Bound::<T>::map ](
    bound: core::ops::Bound<T>,
    f: F,
) -> (result: core::ops::Bound<U>)
where
    F: FnOnce(T) -> U,
    requires
        spec_bound(bound) is Included ==> f.requires((spec_bound(bound)->Included_0,)),
        spec_bound(bound) is Excluded ==> f.requires((spec_bound(bound)->Excluded_0,)),
        spec_bound(bound) is Included ==> forall|u1: U, u2: U|
            #![trigger f.ensures((spec_bound(bound)->Included_0,), u1),
                       f.ensures((spec_bound(bound)->Included_0,), u2)]
            f.ensures((spec_bound(bound)->Included_0,), u1)
                && f.ensures((spec_bound(bound)->Included_0,), u2)
                ==> u1 == u2,
        spec_bound(bound) is Excluded ==> forall|u1: U, u2: U|
            #![trigger f.ensures((spec_bound(bound)->Excluded_0,), u1),
                       f.ensures((spec_bound(bound)->Excluded_0,), u2)]
            f.ensures((spec_bound(bound)->Excluded_0,), u1)
                && f.ensures((spec_bound(bound)->Excluded_0,), u2)
                ==> u1 == u2,
    ensures
        spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded,
        spec_bound(bound) is Included ==> spec_bound(result) is Included && f.ensures(
            (spec_bound(bound)->Included_0,),
            spec_bound(result)->Included_0
        ),
        spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded && f.ensures(
            (spec_bound(bound)->Excluded_0,),
            spec_bound(result)->Excluded_0
        ),
;",The source preserves the Bound variant and invokes f exactly once only for Included or Excluded. Moving the FnOnce bound to a where clause avoids the runner's generic-arrow parsing ambiguity; requiring the active call relation to be single-valued makes the modeled mapped value deterministic.
core::ops::ControlFlow::map_break,other,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"match flow { ControlFlow::Break(b) => f.requires((b,)), ControlFlow::Continue(_) => true, }","match flow { ControlFlow::Continue(c) => res == ControlFlow::Continue(c), ControlFlow::Break(b) => match res { ControlFlow::Break(t) => f.ensures((b,), t), ControlFlow::Continue(_) => false, }, }","pub assume_specification<B, C, T, F>[ ControlFlow::<B, C>::map_break ](
    flow: ControlFlow<B, C>,
    f: F,
) -> (res: ControlFlow<T, C>)
where
    F: FnOnce(B) -> T,
    requires
        match flow {
            ControlFlow::Break(b) => f.requires((b,)),
            ControlFlow::Continue(_) => true,
        },
    ensures
        match flow {
            ControlFlow::Continue(c) => res == ControlFlow::Continue(c),
            ControlFlow::Break(b) => match res {
                ControlFlow::Break(t) => f.ensures((b,), t),
                ControlFlow::Continue(_) => false,
            },
        },
;",Constructor pattern matching exposes the payloads without unsupported enum projections. The source preserves Continue values and applies f exactly once to Break values.
core::ops::ControlFlow::map_continue,other,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,,,"match flow { ControlFlow::Continue(c) => f.requires((c,)), ControlFlow::Break(_) => true, }","match flow { ControlFlow::Break(b) => res == ControlFlow::Break(b), ControlFlow::Continue(c) => match res { ControlFlow::Continue(t) => f.ensures((c,), t), ControlFlow::Break(_) => false, }, }","pub assume_specification<B, C, T, F>[ ControlFlow::<B, C>::map_continue ](
    flow: ControlFlow<B, C>,
    f: F,
) -> (res: ControlFlow<B, T>)
where
    F: FnOnce(C) -> T,
    requires
        match flow {
            ControlFlow::Continue(c) => f.requires((c,)),
            ControlFlow::Break(_) => true,
        },
    ensures
        match flow {
            ControlFlow::Break(b) => res == ControlFlow::Break(b),
            ControlFlow::Continue(c) => match res {
                ControlFlow::Continue(t) => f.ensures((c,), t),
                ControlFlow::Break(_) => false,
            },
        },
;",Constructor pattern matching exposes payloads without unsupported enum projections. The source preserves Break values and applies f exactly once to Continue values.
