abcd_status,audited_shared_helpers,boundary_helpers,catalog_status,contract_sha256,contract_text,direct_shared_helpers,ensures,implementation_body_status,input_order,law_constrained_helpers,module,private_helper_callee_closure,proof_order,proof_status,reachable_shared_helpers,requires,semantic_family,source_backed_helpers,source_excerpt,source_reference,target,unsafe_intrinsic_trait_allocator_dependencies
B,ascii_lower_byte,,generated-new-real-relation-spec,3c6c1cf201d5132b7e867348152d40d5d338a36c5b18e68acb310094b97d2fbe,"pub assume_specification[ <[u8]>::eq_ignore_ascii_case ]( slice: &[u8], other: &[u8], ) -> (ret: bool) ensures ret <==> ascii_eq_ignore_case(slice@, other@), ;",ascii_eq_ignore_case,"result <==> self@.len() == other@.len() && forall i in range, ascii_lower_byte(self@[i]) == ascii_lower_byte(other@[i])",source_body_extracted:c59a44eedf5be63e0c717c033a34687626e0746f84f17df116753330e0d70b1d:proof_manifests/041_core_slice_eq_ignore_ascii_case/source_body.json,41,,slice,eq_ignore_ascii_case_simple verifies as executable Rust 1.96 per-byte ASCII comparison code; eq_ignore_ascii_case_chunks::<16> no longer has a production external_body and instead executes a target-local delegation to that verified scalar helper under the source chunk-dispatch invariants; the archived literal as_chunks/last_chunk source-shaped attempt remains unsupported and is not claimed as a literal chunk-body proof; manifest=proof_manifests/041_core_slice_eq_ignore_ascii_case/dependency_assumption_manifest.json,index=12;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_reviewed_eq_ignore_ascii_case_chunk_helper_executable_scalar_lowering_boundary:proof_harnesses/041_core_slice_eq_ignore_ascii_case/evidence/verus_stdout.txt,ascii_eq_ignore_case;ascii_is_uppercase;ascii_lower_byte,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,ascii_lower_byte; eq_ignore_ascii_case_simple executable helper verified in proof_harnesses/041_core_slice_eq_ignore_ascii_case/harness.rs; eq_ignore_ascii_case_chunks::<16> executable scalar-lowering helper verified in proof_harnesses/041_core_slice_eq_ignore_ascii_case/harness.rs,"pub const fn eq_ignore_ascii_case(&self, other: &[u8]) -> bool",core/src/slice/ascii.rs:60,core::slice::eq_ignore_ascii_case,categories=none; manifest=proof_manifests/041_core_slice_eq_ignore_ascii_case/dependency_assumption_manifest.json
B,ascii_escape_seq;slice_iterator_view,,generated-new-real-relation-spec,63686a85cbfef50cf02a88483d99976c34a701392df7a51472f8eaf890509d33,"pub assume_specification<'a>[ <[u8]>::escape_ascii ]( slice: &'a [u8], ) -> (iter: core::slice::EscapeAscii<'a>) ensures slice_iterator_view::<core::slice::EscapeAscii<'a>, u8>(iter).source == slice@, slice_iterator_view::<core::slice::EscapeAscii<'a>, u8>(iter).remaining == ascii_escape_seq(slice@), ;",ascii_escape_seq;slice_iterator_view,slice_iterator_view(result).source == self@; flatten(result) == ascii_escape_seq(self@),source_body_extracted:1d3eb16392be78fd1bea2c10485a13dfa460260673d0c270ee1216b1381302c5:proof_manifests/042_core_slice_escape_ascii/source_body.json,42,slice_iterator_view,slice,no private helper callees; source-backed iter/flat_map adaptor representation boundary recorded in proof_manifests/042_core_slice_escape_ascii/dependency_assumption_manifest.json,index=13;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_iterator_view_boundary:proof_harnesses/042_core_slice_escape_ascii/evidence/verus_stdout.txt,ascii_escape_byte;ascii_escape_seq;ascii_lower_hex_digit;slice_iterator_view,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,ascii_escape_seq,pub fn escape_ascii(&self) -> EscapeAscii<'_>,core/src/slice/ascii.rs:218,core::slice::escape_ascii,categories=none; manifest=proof_manifests/042_core_slice_escape_ascii/dependency_assumption_manifest.json
B,,,generated-new-real-relation-spec,7772c35bc8a2e714a53e79384d43b99e96daae6650124087e508e2542ceb3f38,"pub assume_specification<T: core::clone::Clone>[ <[T]>::fill ](slice: &mut [T], value: T) ensures slice_filled_with_clone(old(slice)@, value, final(slice)@);",slice_filled_with_clone,"slice_filled_with_clone(old(slice)@, value, final(slice)@)",source_body_extracted:e9949b7e821e39d687514cd4b39f23b69157d7ef6c845f36b8c95f1864a553d8:proof_manifests/043_core_slice_fill/source_body.json,43,,slice,SpecFill::spec_fill default Clone implementation is source-shaped in the harness; lower per-element Clone::clone_from effect plus TrivialClone and primitive write_bytes/int specialization paths recorded as source-backed boundaries; manifest=proof_manifests/043_core_slice_fill/dependency_assumption_manifest.json,index=51;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_shaped_specfill_default_clone_loop_lower_clone_and_specialization_boundary:proof_harnesses/043_core_slice_fill/evidence/verus_stdout.txt,slice_filled_with_clone,none beyond documented Rust panic/unsafe domains,mutation-frame-and-permutation,,"pub fn fill(&mut self, value: T) where T: Clone,",core/src/slice/mod.rs:4172,core::slice::fill,categories=trait_or_callback; default SpecFill Clone loop is executable; lower Clone::clone_from effect and TrivialClone/primitive specialization paths recorded as source-backed boundaries; manifest=proof_manifests/043_core_slice_fill/dependency_assumption_manifest.json
B,zero_arg_fnmut_outputs,,generated-new-real-relation-spec,c52751747963892f51b1f9300749da00fc9af6237ae39829f94166c7ce5c6727,"pub assume_specification<T, F: core::ops::FnMut() -> T>[ <[T]>::fill_with::<F> ](slice: &mut [T], f: F) ensures final(slice)@ == zero_arg_fnmut_outputs(f, old(slice)@.len()), zero_arg_fnmut_outputs::<F, T>(f, old(slice)@.len()).len() == old(slice)@.len();",zero_arg_fnmut_outputs,"final(slice)@ == zero_arg_fnmut_outputs(f, old(slice)@.len()) and zero_arg_fnmut_outputs::<F, T>(f, old(slice)@.len()).len() == old(slice)@.len()",source_body_extracted:a8850a1c2400e9f212f3ebdadf7f8ed4c286c67e9a31275914960d3c78479e48:proof_manifests/044_core_slice_fill_with/source_body.json,44,zero_arg_fnmut_outputs,slice,fill_with loop callback call f() recorded as source-backed zero_arg_fnmut_call_at boundary; manifest=proof_manifests/044_core_slice_fill_with/dependency_assumption_manifest.json,index=52;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_zero_arg_fnmut_callback_boundary:proof_harnesses/044_core_slice_fill_with/evidence/verus_stdout.txt,zero_arg_fnmut_outputs,none beyond documented Rust panic/unsafe domains,mutation-frame-and-permutation,,"pub fn fill_with<F>(&mut self, mut f: F) where F: FnMut() -> T,",core/src/slice/mod.rs:4196,core::slice::fill_with,categories=trait_or_callback; zero_arg FnMut callback output observation recorded as source-backed boundary; manifest=proof_manifests/044_core_slice_fill_with/dependency_assumption_manifest.json
B,array_ref_view,,generated-new-real-relation-spec,4dc31349c24aa015bfdfc3c850104526e1bd69bdb7b9529fb13c2d9d76e61e34,"pub assume_specification<T, const N: usize>[ <[T]>::first_chunk::<N> ]( slice: &[T], ) -> (ret: Option<&[T; N]>) ensures (N as int) <= slice@.len() ==> ret.is_some() && array_ref_view(ret.unwrap()) == slice_fixed_prefix::<T, N>(slice@), (N as int) > slice@.len() ==> ret.is_none(), ;",array_ref_view;slice_fixed_prefix,"result.is_some() <==> old(self)@.len() >= N; when Some(chunk), array_view(chunk) is the exact prefix subrange of old(self)@ of length N",source_body_extracted:2d6510def24ad43c531530168886eac87c775205f9dedcf10983714e4f8cc122:proof_manifests/045_core_slice_first_chunk/source_body.json,45,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/045_core_slice_first_chunk/dependency_assumption_manifest.json,index=108;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_array_ref_boundary,array_ref_view;slice_fixed_prefix,none beyond documented Rust panic/unsafe domains,iterator-splitting-and-chunking,array_ref_view,pub const fn first_chunk<const N: usize>(&self) -> Option<&[T; N]>,core/src/slice/mod.rs:327,core::slice::first_chunk,"categories=raw_pointer_or_provenance,unsafe via source-backed first_chunk ptr cast and array-ref boundary; manifest=proof_manifests/045_core_slice_first_chunk/dependency_assumption_manifest.json"
B,array_mut_ref_view;array_value_view,,generated-new-real-relation-spec,d8923bf81d0b7f8ad6deaa97aafdc3660f245da6e77099ad672c98478c31ed55,"pub assume_specification<T, const N: usize>[ <[T]>::first_chunk_mut::<N> ]( slice: &mut [T], ) -> (ret: Option<&mut [T; N]>) ensures (N as int) <= old(slice)@.len() ==> ret.is_some() && array_mut_ref_view(ret.unwrap()) == slice_fixed_prefix::<T, N>(old(slice)@) && final(slice)@ == array_value_view(*final(ret.unwrap())) + old(slice)@.subrange(N as int, old(slice)@.len() as int), (N as int) > old(slice)@.len() ==> ret.is_none() && final(slice)@ == old(slice)@, ;",array_mut_ref_view;array_value_view;slice_fixed_prefix,"result.is_some() <==> old(self)@.len() >= N; when Some(chunk), array_view(chunk) is the exact prefix subrange of old(self)@ of length N; final(self)@ is old(self)@ with the returned chunk subrange replaced by array_view(final(chunk)) and all other indices unchanged",source_body_extracted:2170d94c79e1f26619cef13c46a6700a5a217819967b3a26a6ec3dc9fc9e703d:proof_manifests/046_core_slice_first_chunk_mut/source_body.json,46,,slice,source_indexed_conservative_count=3; manifest=proof_manifests/046_core_slice_first_chunk_mut/dependency_assumption_manifest.json,index=109;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_mut_array_ref_final_frame_boundary:proof_harnesses/046_core_slice_first_chunk_mut/evidence/verus_stdout.txt,array_mut_ref_view;array_value_view;slice_fixed_prefix,none beyond documented Rust panic/unsafe domains,iterator-splitting-and-chunking,array_mut_ref_view;array_value_view,pub const fn first_chunk_mut<const N: usize>(&mut self) -> Option<&mut [T; N]>,core/src/slice/mod.rs:357,core::slice::first_chunk_mut,"categories=raw_pointer_or_provenance,unsafe via source-backed as_mut_ptr/cast_array/mutable prefix array-reference final-frame boundaries; manifest=proof_manifests/046_core_slice_first_chunk_mut/dependency_assumption_manifest.json"
B,,,generated-new-real-relation-spec,80ebb45d323e9d8d8aed367f6a62490611719746be7d20704ab6df5d59a5d4a7,"pub assume_specification<'a, T>[ core::slice::from_mut::<T> ]( value: &'a mut T, ) -> (ret: &'a mut [T]) ensures ret@ == seq![*old(value)], final(ret)@ == seq![*final(value)], ;",,result@.len() == 1; result@[0] == *s; final(s) equals the sole element of final(result) and final(result)@ == seq![*final(s)],source_body_extracted:9dccff9babfff3c297268487fbf17b0a6ca139a9d1de3ef5c1163f9995eb7235:proof_manifests/047_core_slice_from_mut/source_body.json,47,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/047_core_slice_from_mut/dependency_assumption_manifest.json,index=14;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_array_from_mut_boundary,,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn from_mut<T>(s: &mut T) -> &mut [T],core/src/slice/raw.rs:211,core::slice::from_mut,"categories=raw_pointer_or_provenance,unsafe via source-backed public helper boundary; manifest=proof_manifests/047_core_slice_from_mut/dependency_assumption_manifest.json"
B,slice_raw_domain;slice_start_ptr,slice_raw_domain;slice_start_ptr,generated-new-real-relation-spec,73ec9d9cba07629dcf152cde202578a52cea87134075f0568244d747a3183769,"pub assume_specification<'a, T>[ core::slice::from_raw_parts::<T> ]( data: *const T, len: usize, ) -> (ret: &'a [T]) requires slice_raw_domain_valid_for( slice_raw_domain(data, len, SliceRawMutability::Immutable), len, SliceRawMutability::Immutable, ), ensures slice_from_raw_parts_result(data, len, ret), ;",slice_from_raw_parts_result;slice_raw_domain;slice_raw_domain_valid_for,"result@.len() == len; result.as_ptr() == data and result@ is the Seq view of the initialized memory range described by slice_raw_domain(data, len, ...)",source_body_extracted:9544e272f2c1f29c72893c67e1739041f27647e99198cc311eac1870c87bcfcb:proof_manifests/048_core_slice_from_raw_parts/source_body.json,48,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/048_core_slice_from_raw_parts/dependency_assumption_manifest.json,index=53;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_ub_precondition_boundary,slice_from_raw_parts_result;slice_raw_domain;slice_raw_domain_valid;slice_raw_domain_valid_for;slice_start_ptr,"slice_raw_domain_valid_for(slice_raw_domain(data, len, shared), len, shared) holds: data is non-null/aligned, one-allocation, initialized for len elements, no wrap, and aliasing obeys Rust shared reference rules",raw-pointer-and-provenance,,"pub const unsafe fn from_raw_parts<'a, T>(data: *const T, len: usize) -> &'a [T]",core/src/slice/raw.rs:124,core::slice::from_raw_parts,"categories=intrinsic,raw_pointer_or_provenance,unsafe via source-backed UB-precondition/raw-slice boundary; manifest=proof_manifests/048_core_slice_from_raw_parts/dependency_assumption_manifest.json"
B,slice_raw_mut_domain;slice_start_mut_ptr,slice_raw_mut_domain;slice_start_mut_ptr,generated-new-real-relation-spec,47e90942a15f2cdb0e6584968eedeeb627353ed37da324f1af080c3917f0dc40,"pub assume_specification<'a, T>[ core::slice::from_raw_parts_mut::<T> ]( data: *mut T, len: usize, ) -> (ret: &'a mut [T]) requires slice_raw_domain_valid_for( slice_raw_mut_domain(data, len, SliceRawMutability::Mutable), len, SliceRawMutability::Mutable, ), ensures slice_from_raw_parts_mut_result(data, len, ret), ;",slice_from_raw_parts_mut_result;slice_raw_domain_valid_for;slice_raw_mut_domain,"result@.len() == len; result.as_ptr() == data and result@ is the Seq view of the initialized memory range described by slice_raw_domain(data, len, ...); mutations through result update exactly the raw-domain memory range represented by result@",source_body_extracted:b19fba4b6bde2fc2195bda8acded38ced9f42f1eb67c475260a1e84a9c667093:proof_manifests/049_core_slice_from_raw_parts_mut/source_body.json,49,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/049_core_slice_from_raw_parts_mut/dependency_assumption_manifest.json,index=54;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_cast_boundary_and_ub_precondition_boundary,slice_from_raw_parts_mut_result;slice_raw_domain_valid;slice_raw_domain_valid_for;slice_raw_mut_domain;slice_start_mut_ptr,"slice_raw_domain_valid_for(slice_raw_domain(data, len, mutable), len, mutable) holds: data is non-null/aligned, one-allocation, initialized for len elements, no wrap, and aliasing obeys Rust mutable reference rules",raw-pointer-and-provenance,,"pub const unsafe fn from_raw_parts_mut<'a, T>(data: *mut T, len: usize) -> &'a mut [T]",core/src/slice/raw.rs:179,core::slice::from_raw_parts_mut,"categories=intrinsic,raw_pointer_or_provenance,unsafe via source-backed UB-precondition/raw-mutable-slice boundary; manifest=proof_manifests/049_core_slice_from_raw_parts_mut/dependency_assumption_manifest.json"
B,,,generated-new-real-relation-spec,193684d038655b528c3746ef52db8d44db5cb2a58bef7a0f384e7b4bb86daba5,"pub assume_specification<'a, T>[ core::slice::from_ref::<T> ]( value: &'a T, ) -> (ret: &'a [T]) ensures ret@ == seq![*value], ;",,result@.len() == 1; result@[0] == *s,source_body_extracted:b2a768bd7c6814a7c07b0a33257355733e29a006ecf4aed8c9cae6ab997b1cf8:proof_manifests/050_core_slice_from_ref/source_body.json,50,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/050_core_slice_from_ref/dependency_assumption_manifest.json,index=15;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_array_from_ref_boundary,,none beyond documented Rust panic/unsafe domains,raw-pointer-and-provenance,,pub const fn from_ref<T>(s: &T) -> &[T],core/src/slice/raw.rs:203,core::slice::from_ref,"categories=raw_pointer_or_provenance,unsafe via source-backed public helper boundary; manifest=proof_manifests/050_core_slice_from_ref/dependency_assumption_manifest.json"
B,slice_disjoint_indices_valid,slice_disjoint_indices_valid,generated-new-real-relation-spec,65402a0e5a620790d6f1413ab49efa952f05d939b14bf1066e92da32f7cd548a,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I, const N: usize>[ <[T]>::get_disjoint_mut::<I, N> ]( slice: &mut [T], indices: [I; N], ) -> (ret: core::result::Result< [&mut <I as core::slice::SliceIndex<[T]>>::Output; N], core::slice::GetDisjointMutError, >) where I: core::slice::GetDisjointMutIndex + core::slice::SliceIndex<[T]> ensures ret.is_ok() ==> slice_disjoint_indices_valid::<T, I, N>(old(slice)@, indices) && final(slice)@.len() == old(slice)@.len(), ret.is_err() ==> !slice_disjoint_indices_valid::<T, I, N>(old(slice)@, indices) && final(slice)@ == old(slice)@, ;",slice_disjoint_indices_valid,result and/or final state is related to old(self)@ by the shared Seq/View model and preserves source-observable length/frame facts,source_body_extracted:292597fa2c1db3013b7e606fa810dbc0b309cbbe4f2f916c0cd4e02dd40bd59d:proof_manifests/051_core_slice_get_disjoint_mut/source_body.json,51,,slice,source_indexed_conservative_count=4; manifest=proof_manifests/051_core_slice_get_disjoint_mut/dependency_assumption_manifest.json,index=110;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_check_valid_and_get_disjoint_unchecked_mut_boundary,slice_disjoint_indices_valid,none beyond documented Rust panic/unsafe domains,mutation-frame-and-permutation,,"pub fn get_disjoint_mut<I, const N: usize>( &mut self, indices: [I; N], ) -> Result<[&mut I::Output; N], GetDisjointMutError> where I: GetDisjointMutIndex + SliceIndex<Self>,",core/src/slice/mod.rs:5216,core::slice::get_disjoint_mut,"categories=maybe_uninit,raw_pointer_or_provenance,trait_or_callback,unsafe via source-backed get_disjoint_check_valid boundary plus reviewed get_disjoint_unchecked_mut raw pointer/MaybeUninit/GetDisjointMutIndex clone/SliceIndex unchecked indexing/raw write boundary; manifest=proof_manifests/051_core_slice_get_disjoint_mut/dependency_assumption_manifest.json"
B,slice_disjoint_indices_valid,slice_disjoint_indices_valid,generated-new-real-relation-spec,98e2ff139533e1b36cd1ecef3a408b5045f5780bf76ff9a04f2b8f34879e368b,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I, const N: usize>[ <[T]>::get_disjoint_unchecked_mut::<I, N> ]( slice: &mut [T], indices: [I; N], ) -> (ret: [&mut <I as core::slice::SliceIndex<[T]>>::Output; N]) where I: core::slice::GetDisjointMutIndex + core::slice::SliceIndex<[T]> requires slice_disjoint_indices_valid::<T, I, N>(old(slice)@, indices), ensures final(slice)@.len() == old(slice)@.len(), ;",slice_disjoint_indices_valid,result and/or final state is related to old(self)@ by the shared Seq/View model and preserves source-observable length/frame facts,source_body_extracted:fadb1cf499d963bdf8603a8901d68a9dc03c5ce7ebf3f084ce0fe58348b65be2:proof_manifests/052_core_slice_get_disjoint_unchecked_mut/source_body.json,52,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/052_core_slice_get_disjoint_unchecked_mut/dependency_assumption_manifest.json,index=55;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_raw_pointer_maybe_uninit_trait_clone_unchecked_index_boundary,slice_disjoint_indices_valid,documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes,mutation-frame-and-permutation,,"pub unsafe fn get_disjoint_unchecked_mut<I, const N: usize>( &mut self, indices: [I; N], ) -> [&mut I::Output; N] where I: GetDisjointMutIndex + SliceIndex<Self>,",core/src/slice/mod.rs:5149,core::slice::get_disjoint_unchecked_mut,"categories=maybe_uninit,raw_pointer_or_provenance,trait_or_callback,unsafe via source-backed raw pointer/MaybeUninit/GetDisjointMutIndex clone/SliceIndex unchecked indexing/raw write boundary; manifest=proof_manifests/052_core_slice_get_disjoint_unchecked_mut/dependency_assumption_manifest.json"
B,slice_index_in_range;slice_index_mut_frame,slice_index_in_range;slice_index_mut_frame,generated-new-real-relation-spec,87a9796fc553d16e3e75cfe5ea9196e6482c5088d278a2f10112c31107e74f9c,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_mut::<I> ]( slice: &mut [T], index: I, ) -> (ret: Option<&mut <I as core::slice::SliceIndex<[T]>>::Output>) where I: core::slice::SliceIndex<[T]> ensures ret.is_some() ==> slice_index_in_range(old(slice)@, index) && slice_index_mut_frame(old(slice)@, index, final(slice)@), ret.is_none() ==> !slice_index_in_range(old(slice)@, index) && final(slice)@ == old(slice)@, ;",slice_index_in_range;slice_index_mut_frame,"if result is None then the index is outside slice@.len(); if result is Some(p) then index is in range and *p == old(slice)@[index]; final(slice)@ == old(slice)@.update(index, *final(result.unwrap())) when Some; otherwise final(slice)@ == old(slice)@",source_body_extracted:003625b19b151e26497787859485cf0ed9d8f38382d73e69831cd5de64758914:proof_manifests/053_core_slice_get_mut/source_body.json,53,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/053_core_slice_get_mut/dependency_assumption_manifest.json,index=16;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_sliceindex_get_mut_boundary,slice_index_in_range;slice_index_mut_frame,none beyond documented Rust panic/unsafe domains,basic-observation-and-conversion,,"pub const fn get_mut<I>(&mut self, index: I) -> Option<&mut I::Output> where I: [const] SliceIndex<Self>,",core/src/slice/mod.rs:600,core::slice::get_mut,categories=trait_or_callback via source-backed SliceIndex::get_mut trait-method boundary; manifest=proof_manifests/053_core_slice_get_mut/dependency_assumption_manifest.json
B,slice_index_in_range;slice_index_result,slice_index_in_range;slice_index_result,generated-new-real-relation-spec,71eedef5ee0aa574329fe132e65757563db0764095f5cc5dbdf2911acc0b4aad,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_unchecked::<I> ]( slice: &[T], index: I, ) -> (ret: &<I as core::slice::SliceIndex<[T]>>::Output) where I: core::slice::SliceIndex<[T]> requires slice_index_in_range(slice@, index), ensures slice_index_result(slice@, index, ret), ;",slice_index_in_range;slice_index_result,result pointer/range/provenance is derived from the input slice or raw domain and preserves length/alignment facts,source_body_extracted:52a8f107029603a78f11de9d849732deb57d722ee78dbe2ce36072a67108c3d5:proof_manifests/054_core_slice_get_unchecked/source_body.json,54,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/054_core_slice_get_unchecked/dependency_assumption_manifest.json,index=56;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_sliceindex_get_unchecked_boundary,slice_index_in_range;slice_index_result,documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes,raw-pointer-and-provenance,,"pub const unsafe fn get_unchecked<I>(&self, index: I) -> &I::Output where I: [const] SliceIndex<Self>,",core/src/slice/mod.rs:640,core::slice::get_unchecked,categories=unsafe via source-backed SliceIndex::get_unchecked raw-pointer/deref boundary; manifest=proof_manifests/054_core_slice_get_unchecked/dependency_assumption_manifest.json
B,slice_index_in_range;slice_index_mut_frame,slice_index_in_range;slice_index_mut_frame,generated-new-real-relation-spec,ec6f48bf7b072e49afdad4bacb69dc2288ec2047621c339df4614e01b612903f,"#[verifier::allow(undeclared_external_trait)] pub assume_specification<T, I>[ <[T]>::get_unchecked_mut::<I> ]( slice: &mut [T], index: I, ) -> (ret: &mut <I as core::slice::SliceIndex<[T]>>::Output) where I: core::slice::SliceIndex<[T]> requires slice_index_in_range(old(slice)@, index), ensures slice_index_mut_frame(old(slice)@, index, final(slice)@), ;",slice_index_in_range;slice_index_mut_frame,result pointer/range/provenance is derived from the input slice or raw domain and preserves length/alignment facts; final(self)@ == old(self)@ at function return unless later mutation occurs through a returned mutable reference explicitly modeled above,source_body_extracted:feb16246768c2ac347ede8b95039570e3fddfb54257e2f8abadf710ff1c139e1:proof_manifests/055_core_slice_get_unchecked_mut/source_body.json,55,,slice,source_indexed_conservative_count=0; manifest=proof_manifests/055_core_slice_get_unchecked_mut/dependency_assumption_manifest.json,index=57;tier=1; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_sliceindex_get_unchecked_mut_boundary,slice_index_in_range;slice_index_mut_frame,documented unsafe precondition holds for all unchecked indices/ranges/chunk sizes,raw-pointer-and-provenance,,"pub const unsafe fn get_unchecked_mut<I>(&mut self, index: I) -> &mut I::Output where I: [const] SliceIndex<Self>,",core/src/slice/mod.rs:686,core::slice::get_unchecked_mut,categories=unsafe via source-backed SliceIndex::get_unchecked_mut raw-pointer/deref boundary; manifest=proof_manifests/055_core_slice_get_unchecked_mut/dependency_assumption_manifest.json
B,,,generated-new-real-relation-spec,f51047315fe751d2fa3be1c411be71ab80f6a4ad723864bb051ff21ddd5f6500,"pub assume_specification[ <[u8]>::is_ascii ]( slice: &[u8], ) -> (ret: bool) ensures ret <==> ascii_all(slice@), ;",ascii_all,"result <==> forall i in range, self@[i] <= 0x7f",source_body_extracted:005d9271af4c5322c1e5b50e48a1bd6a1d364367072e3fe1870a6aa0f0a1b492:proof_manifests/056_core_slice_is_ascii/source_body.json,56,,slice,source_indexed_conservative_count=5; manifest=proof_manifests/056_core_slice_is_ascii/dependency_assumption_manifest.json,index=17;tier=0; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_private_ascii_helper_boundary,ascii_all;ascii_is_byte,none beyond documented Rust panic/unsafe domains,ascii-byte-sequence,,pub const fn is_ascii(&self) -> bool,core/src/slice/ascii.rs:18,core::slice::is_ascii,categories=none; manifest=proof_manifests/056_core_slice_is_ascii/dependency_assumption_manifest.json
B,partial_ord_leq_observed,,generated-new-real-relation-spec,5868179e16f487b6a33f1ca66845dc0a09c9dc1f49f207d4fd2997ff8eb07010,"pub assume_specification<T: core::cmp::PartialOrd>[ <[T]>::is_sorted ]( slice: &[T], ) -> (ret: bool) ensures ret <==> slice_sorted_by_partial_ord(slice@), ;",slice_sorted_by_partial_ord,result <==> self@ satisfies the shared adjacent-pair PartialOrd sortedness observation relation,source_body_extracted:f315baaa4bc7221b1d8d58ef5b31157ff6437b40bc738df8cadce0dcc07ff61c:proof_manifests/057_core_slice_is_sorted/source_body.json,57,partial_ord_leq_observed,slice,source_indexed_conservative_count=3; verified slice range/suffix view helpers plus source-backed windows/PartialOrd observation boundary; manifest=proof_manifests/057_core_slice_is_sorted/dependency_assumption_manifest.json,index=111;tier=2; manifest=proof_inventory/proof_order.json,actual_verus_verified_modulo_source_backed_windows_partialord_observation_boundary,partial_ord_leq_observed;slice_sorted_by_partial_ord,none beyond documented Rust panic/unsafe domains,search-prefix-suffix-ordering,,"pub fn is_sorted(&self) -> bool where T: PartialOrd,",core/src/slice/mod.rs:4735,core::slice::is_sorted,categories=trait_or_callback via source-backed PartialOrd comparison observation boundary; manifest=proof_manifests/057_core_slice_is_sorted/dependency_assumption_manifest.json
