record_id,record_type,target,input_order,local_index,kind,name,status,rationale,source_lines,source_sha256,source_excerpt_relpath,harness_path,attribute_line,declaration_line,signature,contract_end_line,contract_text,contract_sha256,matching_dependency_record_ids,semantic_role,semantic_disposition,target_postcondition_coverage,adjudication_rationale,adjudication_source_citations,raw_record_json,semantic_audit_category,semantic_audit_version
TS-023-D001,dependency-manifest-record,core::slice::as_rchunks,23,1,shared_model_helper,array_value_view;flatten_array_chunks;slice_array_rchunks_partition,audited_generated_contract_vocabulary_instantiated_in_harness,The generated contract's shared array-chunk vocabulary is inlined as open spec definitions so Verus can check the returned prefix remainder plus flattened chunk suffix relation without assuming the target postcondition.,frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/023_core_slice_as_rchunks/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959,"{""kind"":""shared_model_helper"",""name"":""array_value_view;flatten_array_chunks;slice_array_rchunks_partition"",""rationale"":""The generated contract's shared array-chunk vocabulary is inlined as open spec definitions so Verus can check the returned prefix remainder plus flattened chunk suffix relation without assuming the target postcondition."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-023-D002,dependency-manifest-record,core::slice::as_rchunks,23,2,existing_vstd_source_contract_boundary,<[T]>::split_at,minimal_trusted_boundary_for_safe_slice_split_view_facts,The Rust 1.96 target body calls safe `split_at(self.len() - len * N)`. The harness uses the reviewed vstd split_at sequence facts at that exact proved-in-bounds index while the exact-vstd implementation proof for split_at remains a later obligation.,core/src/slice/mod.rs:1446; core/src/slice/mod.rs:1955,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/023_core_slice_as_rchunks/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1446; core/src/slice/mod.rs:1955,"{""kind"":""existing_vstd_source_contract_boundary"",""name"":""<[T]>::split_at"",""rationale"":""The Rust 1.96 target body calls safe `split_at(self.len() - len * N)`. The harness uses the reviewed vstd split_at sequence facts at that exact proved-in-bounds index while the exact-vstd implementation proof for split_at remains a later obligation."",""source_lines"":""core/src/slice/mod.rs:1446; core/src/slice/mod.rs:1955"",""status"":""minimal_trusted_boundary_for_safe_slice_split_view_facts""}",source-backed-support,slice-unknown-authority-v3
TS-023-D003,dependency-manifest-record,core::slice::as_rchunks,23,3,source_backed_unsafe_array_chunk_view_boundary,rust_1_96_as_chunks_unchecked_view,minimal_trusted_boundary_for_source_backed_unsafe_slice_to_array_chunks_view,The public target body keeps the unsafe chunk conversion point after proving the suffix length is a multiple of N. The target-local external-body boundary models only Rust 1.96 `as_chunks_unchecked`'s array-slice view relation `flatten_array_chunks(ret@) == multiple_of_n@`; it does not assume the full as_rchunks postcondition.,core/src/slice/mod.rs:1448-1450; core/src/slice/mod.rs:1338-1349,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/023_core_slice_as_rchunks/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1448-1450; core/src/slice/mod.rs:1338-1349,"{""kind"":""source_backed_unsafe_array_chunk_view_boundary"",""name"":""rust_1_96_as_chunks_unchecked_view"",""rationale"":""The public target body keeps the unsafe chunk conversion point after proving the suffix length is a multiple of N. The target-local external-body boundary models only Rust 1.96 `as_chunks_unchecked`'s array-slice view relation `flatten_array_chunks(ret@) == multiple_of_n@`; it does not assume the full as_rchunks postcondition."",""source_lines"":""core/src/slice/mod.rs:1448-1450; core/src/slice/mod.rs:1338-1349"",""status"":""minimal_trusted_boundary_for_source_backed_unsafe_slice_to_array_chunks_view""}",source-backed-support,slice-unknown-authority-v3
TS-023-D004,dependency-manifest-record,core::slice::as_rchunks,23,4,panic_or_bounds,assert!(N != 0),discharged_by_target_precondition,The generated precondition `N != 0` makes the Rust assertion pass; the Verus harness keeps the assertion as a proof assertion.,core/src/slice/mod.rs:1444,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/023_core_slice_as_rchunks/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1444,"{""kind"":""panic_or_bounds"",""name"":""assert!(N != 0)"",""rationale"":""The generated precondition `N != 0` makes the Rust assertion pass; the Verus harness keeps the assertion as a proof assertion."",""source_lines"":""core/src/slice/mod.rs:1444"",""status"":""discharged_by_target_precondition""}",source-backed-support,slice-unknown-authority-v3
TS-023-E001,harness-external-body,core::slice::as_rchunks,23,1,verifier::external_body,rust_1_96_as_chunks_unchecked_view,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/023_core_slice_as_rchunks/harness.rs,37,38,"pub unsafe fn rust_1_96_as_chunks_unchecked_view<'a, T, const N: usize>( slice: &'a [T], ) -> (ret: &'a [[T; N]]) requires",46,"pub unsafe fn rust_1_96_as_chunks_unchecked_view<'a, T, const N: usize>(
    slice: &'a [T],
) -> (ret: &'a [[T; N]])
    requires
        N != 0,
        (slice@.len() as int) % (N as int) == 0,
    ensures
        flatten_array_chunks::<T, N>(ret@) == slice@,
",03e3470e758b82811191dea96545af182fb10ad64a64ea279f327a0857078556,TS-023-D003,range-or-borrow-transition,admissible-source-backed-lower-boundary,partial-or-lower-level,The helper operates on a derived sub-borrow or lower source callee; the caller must still construct the target result.,core/src/slice/mod.rs:1448-1450; core/src/slice/mod.rs:1338-1349,"{""attribute_line"":37,""contract_end_line"":46,""contract_text"":""pub unsafe fn rust_1_96_as_chunks_unchecked_view<'a, T, const N: usize>(\n    slice: &'a [T],\n) -> (ret: &'a [[T; N]])\n    requires\n        N != 0,\n        (slice@.len() as int) % (N as int) == 0,\n    ensures\n        flatten_array_chunks::<T, N>(ret@) == slice@,\n"",""declaration_line"":38,""signature"":""pub unsafe fn rust_1_96_as_chunks_unchecked_view<'a, T, const N: usize>( slice: &'a [T], ) -> (ret: &'a [[T; N]]) requires"",""symbol"":""rust_1_96_as_chunks_unchecked_view""}",derived-borrow-source-callee,slice-unknown-authority-v3
TS-024-D001,dependency-manifest-record,core::slice::as_rchunks_mut,24,1,shared_model_helper,array_value_view;flatten_array_chunks;slice_array_rchunks_partition,audited_generated_contract_vocabulary_instantiated_in_harness,The generated contract's shared array-chunk vocabulary is inlined as open spec definitions so Verus can check the returned prefix remainder plus flattened mutable chunk suffix relation without assuming the target postcondition.,frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/024_core_slice_as_rchunks_mut/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959,"{""kind"":""shared_model_helper"",""name"":""array_value_view;flatten_array_chunks;slice_array_rchunks_partition"",""rationale"":""The generated contract's shared array-chunk vocabulary is inlined as open spec definitions so Verus can check the returned prefix remainder plus flattened mutable chunk suffix relation without assuming the target postcondition."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:921-959"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-024-D002,dependency-manifest-record,core::slice::as_rchunks_mut,24,2,existing_vstd_source_contract_boundary,<[T]>::split_at_mut,minimal_trusted_boundary_for_safe_mutable_slice_split_view_and_final_frame_facts,The Rust 1.96 target body calls safe `split_at_mut(self.len() - len * N)`. The harness uses reviewed vstd mutable split view and final-frame facts at that exact proved-in-bounds index while the exact-vstd implementation proof for split_at_mut remains a later obligation.,core/src/slice/mod.rs:1608; core/src/slice/mod.rs:1947,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/024_core_slice_as_rchunks_mut/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1608; core/src/slice/mod.rs:1947,"{""kind"":""existing_vstd_source_contract_boundary"",""name"":""<[T]>::split_at_mut"",""rationale"":""The Rust 1.96 target body calls safe `split_at_mut(self.len() - len * N)`. The harness uses reviewed vstd mutable split view and final-frame facts at that exact proved-in-bounds index while the exact-vstd implementation proof for split_at_mut remains a later obligation."",""source_lines"":""core/src/slice/mod.rs:1608; core/src/slice/mod.rs:1947"",""status"":""minimal_trusted_boundary_for_safe_mutable_slice_split_view_and_final_frame_facts""}",source-backed-support,slice-unknown-authority-v3
TS-024-D003,dependency-manifest-record,core::slice::as_rchunks_mut,24,3,source_backed_unsafe_array_chunk_view_boundary,rust_1_96_as_chunks_unchecked_mut_view,minimal_trusted_boundary_for_source_backed_unsafe_mut_slice_to_array_chunks_view,The public target body keeps the unsafe mutable chunk conversion point after proving the suffix length is a multiple of N. The target-local external-body boundary models only Rust 1.96 `as_chunks_unchecked_mut`'s old-view and final-view array-slice relation; it does not assume the full as_rchunks_mut postcondition.,core/src/slice/mod.rs:1610-1612; core/src/slice/mod.rs:1498-1509,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/024_core_slice_as_rchunks_mut/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1610-1612; core/src/slice/mod.rs:1498-1509,"{""kind"":""source_backed_unsafe_array_chunk_view_boundary"",""name"":""rust_1_96_as_chunks_unchecked_mut_view"",""rationale"":""The public target body keeps the unsafe mutable chunk conversion point after proving the suffix length is a multiple of N. The target-local external-body boundary models only Rust 1.96 `as_chunks_unchecked_mut`'s old-view and final-view array-slice relation; it does not assume the full as_rchunks_mut postcondition."",""source_lines"":""core/src/slice/mod.rs:1610-1612; core/src/slice/mod.rs:1498-1509"",""status"":""minimal_trusted_boundary_for_source_backed_unsafe_mut_slice_to_array_chunks_view""}",source-backed-support,slice-unknown-authority-v3
TS-024-D004,dependency-manifest-record,core::slice::as_rchunks_mut,24,4,panic_or_bounds,assert!(N != 0),discharged_by_target_precondition,The generated precondition `N != 0` makes the Rust assertion pass; the Verus harness keeps the assertion as a proof assertion.,core/src/slice/mod.rs:1606,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/024_core_slice_as_rchunks_mut/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/slice/mod.rs:1606,"{""kind"":""panic_or_bounds"",""name"":""assert!(N != 0)"",""rationale"":""The generated precondition `N != 0` makes the Rust assertion pass; the Verus harness keeps the assertion as a proof assertion."",""source_lines"":""core/src/slice/mod.rs:1606"",""status"":""discharged_by_target_precondition""}",source-backed-support,slice-unknown-authority-v3
TS-024-E001,harness-external-body,core::slice::as_rchunks_mut,24,1,verifier::external_body,rust_1_96_as_chunks_unchecked_mut_view,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/024_core_slice_as_rchunks_mut/harness.rs,37,38,"pub unsafe fn rust_1_96_as_chunks_unchecked_mut_view<'a, T, const N: usize>( slice: &'a mut [T], ) -> (ret: &'a mut [[T; N]]) requires",47,"pub unsafe fn rust_1_96_as_chunks_unchecked_mut_view<'a, T, const N: usize>(
    slice: &'a mut [T],
) -> (ret: &'a mut [[T; N]])
    requires
        N != 0,
        (old(slice)@.len() as int) % (N as int) == 0,
    ensures
        flatten_array_chunks::<T, N>(ret@) == old(slice)@,
        final(slice)@ == flatten_array_chunks::<T, N>(final(ret)@),
",eed1ca72d369dceb5e366b264c8a287749197d51855611a40bd82844f6486443,TS-024-D003,range-or-borrow-transition,admissible-source-backed-lower-boundary,partial-or-lower-level,The helper operates on a derived sub-borrow or lower source callee; the caller must still construct the target result.,core/src/slice/mod.rs:1610-1612; core/src/slice/mod.rs:1498-1509,"{""attribute_line"":37,""contract_end_line"":47,""contract_text"":""pub unsafe fn rust_1_96_as_chunks_unchecked_mut_view<'a, T, const N: usize>(\n    slice: &'a mut [T],\n) -> (ret: &'a mut [[T; N]])\n    requires\n        N != 0,\n        (old(slice)@.len() as int) % (N as int) == 0,\n    ensures\n        flatten_array_chunks::<T, N>(ret@) == old(slice)@,\n        final(slice)@ == flatten_array_chunks::<T, N>(final(ret)@),\n"",""declaration_line"":38,""signature"":""pub unsafe fn rust_1_96_as_chunks_unchecked_mut_view<'a, T, const N: usize>( slice: &'a mut [T], ) -> (ret: &'a mut [[T; N]]) requires"",""symbol"":""rust_1_96_as_chunks_unchecked_mut_view""}",derived-borrow-source-callee,slice-unknown-authority-v3
TS-025-D001,dependency-manifest-record,core::slice::assume_init_drop,25,1,shared_model_helper,MaybeUninitSliceRelation;maybe_uninit_seq_relation;maybe_uninit_all_initialized;maybe_uninit_drop_all;maybe_uninit_relation_well_formed,audited_generated_contract_vocabulary_instantiated_in_harness,"The generated MaybeUninit raw-storage vocabulary is instantiated in the harness as target-local spec definitions, with only uninterpreted per-slot initialization/value projections and no assumption of the target postcondition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/025_core_slice_assume_init_drop/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185,"{""kind"":""shared_model_helper"",""name"":""MaybeUninitSliceRelation;maybe_uninit_seq_relation;maybe_uninit_all_initialized;maybe_uninit_drop_all;maybe_uninit_relation_well_formed"",""rationale"":""The generated MaybeUninit raw-storage vocabulary is instantiated in the harness as target-local spec definitions, with only uninterpreted per-slot initialization/value projections and no assumption of the target postcondition."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-025-D002,dependency-manifest-record,core::slice::assume_init_drop,25,2,source_backed_maybe_uninit_drop_boundary,rust_1_96_assume_init_drop_in_place,minimal_trusted_boundary_for_source_backed_maybeuninit_raw_pointer_destruct_drop_semantics,"The public target keeps the Rust nonempty branch and calls a target-local boundary whose body is exactly Rust 1.96 `ptr::drop_in_place(self as *mut [MaybeUninit<T>] as *mut [T])`. The boundary models only the MaybeUninit initialized-to-dropped storage transition plus length preservation, covering the raw-pointer/provenance, Destruct, and destructor semantics that Verus does not model directly.",core/src/mem/maybe_uninit.rs:1486-1496,a07f771f6f96b6dd1b45e87e2496862f0ec8fc9578ee326cd1da6efb80c47b9f,proof_harnesses/025_core_slice_assume_init_drop/source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/025_core_slice_assume_init_drop/harness.rs,,,,,,,,panic-or-domain-transition,inadmissible-answer-bearing-support,complete-or-answer-equivalent,"Every linked executable site is explicitly audited as a complete target/branch postcondition, answer-equivalent result, or opaque whole algorithm. Source citation does not make it admissible.",core/src/mem/maybe_uninit.rs:1486-1496,"{""kind"":""source_backed_maybe_uninit_drop_boundary"",""name"":""rust_1_96_assume_init_drop_in_place"",""rationale"":""The public target keeps the Rust nonempty branch and calls a target-local boundary whose body is exactly Rust 1.96 `ptr::drop_in_place(self as *mut [MaybeUninit<T>] as *mut [T])`. The boundary models only the MaybeUninit initialized-to-dropped storage transition plus length preservation, covering the raw-pointer/provenance, Destruct, and destructor semantics that Verus does not model directly."",""source_excerpt_relpath"":""proof_harnesses/025_core_slice_assume_init_drop/source_excerpt.rs"",""source_lines"":""core/src/mem/maybe_uninit.rs:1486-1496"",""source_sha256"":""a07f771f6f96b6dd1b45e87e2496862f0ec8fc9578ee326cd1da6efb80c47b9f"",""status"":""minimal_trusted_boundary_for_source_backed_maybeuninit_raw_pointer_destruct_drop_semantics""}",source-backed-support,slice-unknown-authority-v3
TS-025-D003,dependency-manifest-record,core::slice::assume_init_drop,25,3,safe_slice_observation,<[MaybeUninit<T>]>::is_empty,discharged_by_vstd_slice_len_is_empty_view,The target preserves Rust 1.96 `if !self.is_empty()` as the executable nonempty guard before the unsafe drop boundary; no target postcondition is assumed on the empty path.,core/src/mem/maybe_uninit.rs:1490,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/025_core_slice_assume_init_drop/harness.rs,,,,,,,,panic-or-domain-transition,admissible-source-backed-support,partial-or-lower-level,"This exact frozen manifest record was audited as a named source dependency, callback, primitive, or local proof bridge. Its final disposition also incorporates every explicitly linked external site.",core/src/mem/maybe_uninit.rs:1490,"{""kind"":""safe_slice_observation"",""name"":""<[MaybeUninit<T>]>::is_empty"",""rationale"":""The target preserves Rust 1.96 `if !self.is_empty()` as the executable nonempty guard before the unsafe drop boundary; no target postcondition is assumed on the empty path."",""source_lines"":""core/src/mem/maybe_uninit.rs:1490"",""status"":""discharged_by_vstd_slice_len_is_empty_view""}",source-backed-support,slice-unknown-authority-v3
TS-025-E001,harness-external-body,core::slice::assume_init_drop,25,1,verifier::external_body,rust_1_96_assume_init_drop_in_place,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/025_core_slice_assume_init_drop/harness.rs,62,63,pub unsafe fn rust_1_96_assume_init_drop_in_place<T>(slice: &mut [MaybeUninit<T>]) requires,80,"pub unsafe fn rust_1_96_assume_init_drop_in_place<T>(slice: &mut [MaybeUninit<T>])
    requires
        maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)),
    ensures
        maybe_uninit_relation_well_formed(
            maybe_uninit_seq_relation(old(slice)@),
            old(slice)@.len() as int,
        ),
        maybe_uninit_relation_well_formed(
            maybe_uninit_seq_relation(final(slice)@),
            final(slice)@.len() as int,
        ),
        final(slice)@.len() == old(slice)@.len(),
        maybe_uninit_drop_all(
            maybe_uninit_seq_relation(old(slice)@),
            maybe_uninit_seq_relation(final(slice)@),
        ),
",3b63378f210c47faa08eefdf7ceced46f7857c356ce64930602563381bcf951c,TS-025-D002,memory-layout-or-provenance-transition,inadmissible-complete-target-postcondition,complete-target,The retained contract states the target's complete principal return and/or final-state postcondition. Source backing cannot make a whole target answer an admissible Boundary_T observation.,core/src/mem/maybe_uninit.rs:1486-1496,"{""attribute_line"":62,""contract_end_line"":80,""contract_text"":""pub unsafe fn rust_1_96_assume_init_drop_in_place<T>(slice: &mut [MaybeUninit<T>])\n    requires\n        maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)),\n    ensures\n        maybe_uninit_relation_well_formed(\n            maybe_uninit_seq_relation(old(slice)@),\n            old(slice)@.len() as int,\n        ),\n        maybe_uninit_relation_well_formed(\n            maybe_uninit_seq_relation(final(slice)@),\n            final(slice)@.len() as int,\n        ),\n        final(slice)@.len() == old(slice)@.len(),\n        maybe_uninit_drop_all(\n            maybe_uninit_seq_relation(old(slice)@),\n            maybe_uninit_seq_relation(final(slice)@),\n        ),\n"",""declaration_line"":63,""signature"":""pub unsafe fn rust_1_96_assume_init_drop_in_place<T>(slice: &mut [MaybeUninit<T>]) requires"",""symbol"":""rust_1_96_assume_init_drop_in_place""}",complete-target-postcondition,slice-unknown-authority-v3
TS-026-D001,dependency-manifest-record,core::slice::assume_init_mut,26,1,shared_model_helper,MaybeUninitSliceRelation;maybe_uninit_seq_relation;maybe_uninit_all_initialized;maybe_uninit_relation_well_formed,audited_generated_contract_vocabulary_instantiated_in_harness,"The generated MaybeUninit raw-storage vocabulary is instantiated in the harness as target-local spec definitions, with only uninterpreted per-slot initialization/value projections and no assumption of the target postcondition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/026_core_slice_assume_init_mut/harness.rs,,,,,,,,specification-vocabulary,context-only-specification-vocabulary,not-an-executable-boundary,"This record identifies target-local specification vocabulary. It is retained for binding, but is not admitted as an executable Boundary_T observation or transition.",frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185,"{""kind"":""shared_model_helper"",""name"":""MaybeUninitSliceRelation;maybe_uninit_seq_relation;maybe_uninit_all_initialized;maybe_uninit_relation_well_formed"",""rationale"":""The generated MaybeUninit raw-storage vocabulary is instantiated in the harness as target-local spec definitions, with only uninterpreted per-slot initialization/value projections and no assumption of the target postcondition."",""source_lines"":""frozen_inputs/slice/specs/slice_shared_vocabulary.rs:1143-1185"",""status"":""audited_generated_contract_vocabulary_instantiated_in_harness""}",specification-vocabulary,slice-unknown-authority-v3
TS-026-D002,dependency-manifest-record,core::slice::assume_init_mut,26,2,source_backed_raw_pointer_cast_boundary,rust_1_96_assume_init_mut_raw_cast,minimal_trusted_boundary_for_source_backed_maybeuninit_mut_raw_pointer_cast_semantics,"The public target keeps an executable body that calls a target-local boundary whose body is exactly Rust 1.96 `unsafe { &mut *(self as *mut Self as *mut [T]) }`, adapted only from the inherent receiver to `slice as *mut [MaybeUninit<T>] as *mut [T]`. The boundary models the MaybeUninit initialized-storage-to-mutable-slice view relation, length preservation, and final mutable-slice/raw-storage relation that Verus does not model directly.",core/src/mem/maybe_uninit.rs:1527-1531,beb997b66dd7cca2818667bddfe1e1ade51676cdf0ea4f32cf6253af1c0234f4,proof_harnesses/026_core_slice_assume_init_mut/source_excerpt.rs,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/026_core_slice_assume_init_mut/harness.rs,,,,,,,,panic-or-domain-transition,inadmissible-answer-bearing-support,complete-or-answer-equivalent,"Every linked executable site is explicitly audited as a complete target/branch postcondition, answer-equivalent result, or opaque whole algorithm. Source citation does not make it admissible.",core/src/mem/maybe_uninit.rs:1527-1531,"{""kind"":""source_backed_raw_pointer_cast_boundary"",""name"":""rust_1_96_assume_init_mut_raw_cast"",""rationale"":""The public target keeps an executable body that calls a target-local boundary whose body is exactly Rust 1.96 `unsafe { &mut *(self as *mut Self as *mut [T]) }`, adapted only from the inherent receiver to `slice as *mut [MaybeUninit<T>] as *mut [T]`. The boundary models the MaybeUninit initialized-storage-to-mutable-slice view relation, length preservation, and final mutable-slice/raw-storage relation that Verus does not model directly."",""source_excerpt_relpath"":""proof_harnesses/026_core_slice_assume_init_mut/source_excerpt.rs"",""source_lines"":""core/src/mem/maybe_uninit.rs:1527-1531"",""source_sha256"":""beb997b66dd7cca2818667bddfe1e1ade51676cdf0ea4f32cf6253af1c0234f4"",""status"":""minimal_trusted_boundary_for_source_backed_maybeuninit_mut_raw_pointer_cast_semantics""}",source-backed-support,slice-unknown-authority-v3
TS-026-E001,harness-external-body,core::slice::assume_init_mut,26,1,verifier::external_body,rust_1_96_assume_init_mut_raw_cast,active-explicit-trusted-body,Exact external-body site enumerated from the selected proof harness; semantics and source backing are supplied by linked dependency records and the retained harness signature.,,,,/home/chentianyu/nanvix-rust-std-spec-survey/nanvix-rust-std-slice-vec-implproof-2026-08-12/proof_harnesses/026_core_slice_assume_init_mut/harness.rs,52,53,"pub unsafe fn rust_1_96_assume_init_mut_raw_cast<'a, T>( slice: &'a mut [MaybeUninit<T>], ) -> (ret: &'a mut [T]) requires",73,"pub unsafe fn rust_1_96_assume_init_mut_raw_cast<'a, T>(
    slice: &'a mut [MaybeUninit<T>],
) -> (ret: &'a mut [T])
    requires
        maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)),
    ensures
        maybe_uninit_relation_well_formed(
            maybe_uninit_seq_relation(old(slice)@),
            old(slice)@.len() as int,
        ),
        maybe_uninit_relation_well_formed(
            maybe_uninit_seq_relation(final(slice)@),
            final(slice)@.len() as int,
        ),
        final(slice)@.len() == old(slice)@.len(),
        ret@ == maybe_uninit_seq_relation(old(slice)@).values,
        ret@.len() == old(slice)@.len(),
        final(ret)@.len() == final(slice)@.len(),
        maybe_uninit_all_initialized(maybe_uninit_seq_relation(final(slice)@)),
        maybe_uninit_seq_relation(final(slice)@).values == final(ret)@,
",1f28f30aafb9e89f30cc52af573e0ce8ac9f44fddea8624153cdb3d1738f051b,TS-026-D002,memory-layout-or-provenance-transition,inadmissible-complete-target-postcondition,complete-target,The retained contract states the target's complete principal return and/or final-state postcondition. Source backing cannot make a whole target answer an admissible Boundary_T observation.,core/src/mem/maybe_uninit.rs:1527-1531,"{""attribute_line"":52,""contract_end_line"":73,""contract_text"":""pub unsafe fn rust_1_96_assume_init_mut_raw_cast<'a, T>(\n    slice: &'a mut [MaybeUninit<T>],\n) -> (ret: &'a mut [T])\n    requires\n        maybe_uninit_all_initialized(maybe_uninit_seq_relation(old(slice)@)),\n    ensures\n        maybe_uninit_relation_well_formed(\n            maybe_uninit_seq_relation(old(slice)@),\n            old(slice)@.len() as int,\n        ),\n        maybe_uninit_relation_well_formed(\n            maybe_uninit_seq_relation(final(slice)@),\n            final(slice)@.len() as int,\n        ),\n        final(slice)@.len() == old(slice)@.len(),\n        ret@ == maybe_uninit_seq_relation(old(slice)@).values,\n        ret@.len() == old(slice)@.len(),\n        final(ret)@.len() == final(slice)@.len(),\n        maybe_uninit_all_initialized(maybe_uninit_seq_relation(final(slice)@)),\n        maybe_uninit_seq_relation(final(slice)@).values == final(ret)@,\n"",""declaration_line"":53,""signature"":""pub unsafe fn rust_1_96_assume_init_mut_raw_cast<'a, T>( slice: &'a mut [MaybeUninit<T>], ) -> (ret: &'a mut [T]) requires"",""symbol"":""rust_1_96_assume_init_mut_raw_cast""}",complete-target-postcondition,slice-unknown-authority-v3
