target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale
core::str::rmatches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,Current vstd cannot describe generic Pattern matching or the remaining match sequence represented by RMatches.
core::str::rsplit,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"A useful contract requires Pattern semantics and an RSplit remaining-substrings model, neither of which exists in vstd."
core::str::rsplit_once,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,The result and last-match boundary depend on unmodeled Pattern/ReverseSearcher semantics; current vstd cannot faithfully characterize either Option branch or the borrowed substrings.
core::str::rsplit_terminator,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"A useful contract requires models for generic reverse pattern matching and the RSplitTerminator iterator's remaining substrings, neither of which current vstd provides."
core::str::rsplitn,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"Current vstd cannot express the pattern-dependent reverse splits, the n-item remainder rule, or the logical contents of the returned RSplitN iterator."
core::str::strip_circumfix,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"The implementation composes generic strip_prefix and strip_suffix operations, but vstd has no Pattern search model with which to determine success or the exact borrowed middle slice."
core::str::trim_end_matches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,The exact prefix is selected through Pattern::Searcher::next_reject_back; current vstd cannot express repeated pattern matching or the maximal trim boundary.
core::str::trim_matches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"The returned middle slice depends on forward and reverse rejection boundaries from an unmodeled DoubleEndedSearcher, so no useful faithful relation to pat is available."
core::str::trim_right_matches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:associated_type_or_projection,,,,,,"The behavior depends on generic Pattern matching through the associated Searcher projection. Current vstd has no public abstraction for Pattern/ReverseSearcher semantics, so the exact trimmed prefix cannot be related usefully to the input and pattern."
alloc::collections::BTreeMap::first_entry,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The source returns a mutable entry for the minimum key. Current vstd models BTreeMap contents and ordering, but not btree_map::OccupiedEntry or its prophetic effect on the borrowed map, so the returned handle cannot be related usefully to the map view."
alloc::collections::BTreeMap::last_entry,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The source returns a mutable entry for the maximum key. Current vstd lacks a model for btree_map::OccupiedEntry and its eventual mutation or removal of the borrowed map entry.
alloc::string::String::from_utf16,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The Result branch and String character view depend on strict UTF-16 surrogate decoding. Current vstd provides UTF-8 models but no public UTF-16 validity or decoding function.
alloc::string::String::from_utf16_lossy,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The source decodes surrogate pairs and replaces each decoding error with U+FFFD. Current vstd has no lossy UTF-16 decoder relation capable of determining the resulting String view.
alloc::string::String::from_utf16be,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The result combines two-byte big-endian parsing, odd-length rejection, and strict UTF-16 decoding. Current vstd lacks the UTF-16 decoding abstraction needed to relate both the Result branch and successful String view to the input bytes."
alloc::string::String::from_utf16be_lossy,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The source lossily decodes big-endian code units and emits U+FFFD for invalid surrogates and an odd trailing byte. No current public vstd model expresses that transformation into String's character view.
alloc::string::String::from_utf16le,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The result requires little-endian byte pairing, UTF-16 surrogate validation, and decoding. Current vstd has no public UTF-16 validity or decoding model."
alloc::string::String::from_utf16le_lossy,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,Current vstd cannot express the UTF-16LE transformation that replaces lone surrogates and an odd trailing byte with U+FFFD.
alloc::string::String::from_utf8,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"Any assume_specification must reproduce Result<String, FromUtf8Error>, but Verus rejects FromUtf8Error as unsupported and existing vstd provides no model for it. Thus even the source-justified UTF-8 postcondition cannot form a typechecking ordinary contract."
alloc::string::String::from_utf8_lossy,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"Although Cow<str> has a view, vstd lacks a lossy UTF-8 decoder that models invalid-chunk boundaries and U+FFFD insertion. Modeling only valid inputs would omit the API's defining behavior."
alloc::string::String::into_boxed_str,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unknown,ok_inconclusive,0,0,0,classification:complex_result_or_pattern_model;determinism_not_proved:unknown,,,,res@ == s@,"pub assume_specification[ String::into_boxed_str ](
    s: String,
) -> (res: Box<str>)
    ensures
        res@ == s@,
;","The source preserves the string contents while converting its UTF-8 buffer into Box<str>. Equality of the shared Seq<char> views directly specifies the observable result; the determinism result is inconclusive because Box<str> has a complex result model, not because the contract permits different views."
core::option::Option::as_pin_ref,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,Current vstd has no Pin pointee model with which to inspect the pinned Option or relate the returned pinned reference to its Some field.
core::slice::sort_unstable,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"Unstable sorting may reorder comparator-equal but otherwise distinct elements, so sortedness plus multiset preservation does not determine the observable post-slice. Existing vstd has no source-justified model of the implementation-specific tie permutation, and the checker cannot represent mutable slice snapshots without unsized by-value `[T]` parameters."
core::str::contains,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The result is defined by Pattern::is_contained_in, but current vstd has no logical model shared by string, character, character-slice, and predicate patterns."
core::str::find,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,Characterizing Some or None requires the first-match semantics of Pattern::Searcher::next_match. Current vstd exposes no pattern/searcher relation; a bounds-only result would not specify finding or absence.
core::str::split_once,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The returned subranges are selected by the start and end of the first generic-pattern match. Current vstd has no match-boundary model with which to characterize the Option branch and both borrowed slices.
core::str::starts_with,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The implementation delegates to Pattern::is_prefix_of, whose semantics differ across supported pattern types and have no common logical representation in current vstd."
core::str::strip_prefix,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,The Option branch and exact returned suffix depend on whether the generic pattern matches and on its match width. Current vstd models string views but not generic Pattern matching.
core::str::strip_suffix,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The result depends on generic Pattern and ReverseSearcher semantics, for which current vstd exposes no logical match model. Without it, the Option branch and exact returned prefix cannot be characterized usefully."
core::str::trim_left_matches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"Although this delegates to trim_start_matches, the generic pattern's repeated-match semantics and resulting subslice boundary lack a public vstd model. A mere length or suffix property would not usefully specify the API."
core::str::trim_start_matches,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:complex_result_or_pattern_model,,,,,,"The implementation selects the boundary using Pattern::Searcher::next_reject. Current vstd cannot express the generic pattern interpretation, repeated matches, or the exact rejection boundary, so no useful faithful contract is available."
core::sync::atomic::Atomic::as_ptr,atomic,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Non-nullness alone does not meaningfully characterize the result. A useful contract must identify the pointer with the atomic's hidden storage, but existing public vstd vocabulary exposes neither that storage nor its provenance and aliasing relation."
core::sync::atomic::Atomic::compare_and_swap,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result is the hidden atomically observed prior bool and may be either value under interference. Without an atomic-state or linearization abstraction, no useful non-tautological relation is expressible."
core::sync::atomic::Atomic::compare_exchange,atomic,,2,add_spec,skip,none,False,,,,0,0,0,classification:concurrency_or_hidden_state;determinism_unsupported_contract_form,,,,,,"The result and state transition depend on the atomic value at the operation's linearization point, which is hidden and may change concurrently. Identical explicit arguments can therefore legitimately produce different results. The proposed branch/address relations are source-justified but do not model the essential atomic state transition, while stronger deterministic postconditions would be false without an atomic-state model."
core::sync::atomic::Atomic::compare_exchange_weak,atomic,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result and conditional state transition depend on hidden concurrent atomic state, and weak comparison may fail spuriously. Existing vstd vocabulary cannot express the required linearization-point state, so no useful ordinary contract is available."
core::sync::atomic::Atomic::fetch_add,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The return value is an unconstrained hidden prior u8; wrapping addition describes only the unobservable stored successor. A useful contract requires an atomic-state abstraction.
core::sync::atomic::Atomic::fetch_and,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The returned pointer is the hidden prior value, while the address mask constrains only the unobservable stored successor. Neither provenance nor the state transition is expressible with an ordinary view."
core::sync::atomic::Atomic::fetch_byte_add,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The operation returns the previous pointer and mutates hidden atomic state through a shared reference. Current public vstd vocabulary exposes neither that state nor a suitable atomic pointer transition relation.
core::sync::atomic::Atomic::fetch_byte_sub,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The operation returns the previous pointer and mutates hidden atomic state through a shared reference. Current public vstd vocabulary cannot express the atomic byte-offset transition while preserving pointer provenance.
core::sync::atomic::Atomic::fetch_max,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result is the prior u8 value and the stored value becomes its maximum with the argument, but the prior and final atomic states are not exposed by an ordinary public view in current vstd."
core::sync::atomic::Atomic::fetch_min,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result is the prior u8 value and the stored value becomes its minimum with the argument, but the prior and final atomic states are not exposed by an ordinary public view in current vstd."
core::sync::atomic::Atomic::fetch_nand,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The method returns the prior i8 value and atomically stores a NAND result, but current public vstd vocabulary provides no view through which to relate the hidden pre-state and post-state."
core::sync::atomic::Atomic::fetch_not,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Although the source implements this as fetch_xor(true), its useful contract must relate the returned old boolean to the atomically inverted hidden state, which current public vstd vocabulary cannot observe."
core::sync::atomic::Atomic::fetch_or,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The method returns the previous pointer and atomically updates hidden interior state. Expressing its address OR and preserved provenance requires an atomic-state abstraction and pointer-provenance vocabulary not exposed by this signature.
core::sync::atomic::Atomic::fetch_ptr_add,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The source relates the result and update to the atomically stored pointer, but that prior and final state is not observable through a public logical view. Pointer wrapping and provenance also cannot be captured usefully from the arguments alone."
core::sync::atomic::Atomic::fetch_ptr_sub,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,Specifying the returned previous pointer and wrapping subtraction requires access to the atomic value at the operation's linearization point. The signature exposes neither that state nor a suitable ghost token.
core::sync::atomic::Atomic::fetch_sub,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,A useful wrapping-subtraction contract must relate the result and stored value to the atomic value at the linearization point. No ordinary view or state token is available for this shared-reference mutation.
core::sync::atomic::Atomic::fetch_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The result depends on hidden atomic state and on a FnMut closure that may be invoked repeatedly as concurrent compare-exchange attempts fail. Current public vocabulary cannot describe the linearization state and closure invocation trace without a dedicated abstraction.
core::sync::atomic::Atomic::fetch_xor,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The promised previous pointer and atomic address XOR depend on inaccessible interior state. Preserving pointer provenance through the address transformation also cannot be represented by raw-pointer equality alone.
core::sync::atomic::Atomic::from_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Its essential behavior aliases a bool as atomic state, but AtomicBool has no ordinary public view relating that hidden state to the returned mutable reference."
core::sync::atomic::Atomic::from_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"A useful contract must relate every bool to the corresponding hidden atomic state across a returned mutable slice, for which current vstd provides no suitable public abstraction."
core::sync::atomic::Atomic::from_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The source requires pointer validity, writable lifetime, alignment, and atomic memory-model discipline; current public vstd vocabulary cannot express these obligations and the resulting atomic alias faithfully."
core::sync::atomic::Atomic::get_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The returned bool aliases the atomic's hidden storage, but no ordinary AtomicBool view can connect old(self), final(self), and the mutable-reference result."
core::sync::atomic::Atomic::get_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Its useful semantics require an elementwise relation between hidden atomic storage and the returned mutable bool slice, which current public vstd vocabulary cannot state."
core::sync::atomic::Atomic::into_inner,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Although consuming self excludes concurrent access, AtomicBool exposes no ordinary view with which to relate the returned bool to its hidden pre-consumption value."
core::sync::atomic::Atomic::load,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned pointer is an atomic observation of hidden concurrent state; no public vstd view identifies the value observed at the operation's linearization point.
core::sync::atomic::Atomic::new,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Construction initializes hidden atomic state, but AtomicBool has no ordinary public vstd view through which to relate the result to v."
core::sync::atomic::Atomic::store,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state;no_modeled_observable_output,,,,,,This unit-returning method mutates atomic state through a shared reference; existing public vstd vocabulary cannot express that hidden state transition or its linearization.
core::sync::atomic::Atomic::swap,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Relating the returned previous pointer to the installed pointer requires a model of the atomic state before and after the operation, including its linearization point, which vstd does not expose."
core::sync::atomic::Atomic::try_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The result depends on a concurrent observation and potentially repeated FnMut invocations after failed weak comparisons; current vstd lacks the atomic and callable-state abstractions needed to specify this soundly.
core::sync::atomic::Atomic::update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned old value and resulting hidden state arise at an unspecified successful retry after potentially repeated FnMut calls; this cannot be usefully related using current public vstd vocabulary.
core::sync::atomic::AtomicBool::as_ptr,atomic,,2,add_spec,skip,none,False,,,,0,0,0,classification:concurrency_or_hidden_state;determinism_unsupported_contract_form,,,,,,Non-nullness is source-justified but too weak to provide useful semantics and was rejected as trivial. The meaningful behavior—returning a pointer that aliases the atomic's private storage—requires hidden-state and pointer-provenance modeling unavailable in existing vstd vocabulary.
core::sync::atomic::AtomicBool::compare_and_swap,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result is the value observed by an atomic read-modify-write, while the conditional update affects hidden concurrent state that ordinary AtomicBool has no public vstd view for."
core::sync::atomic::AtomicBool::fetch_not,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,Both the returned previous value and the negated stored value depend on hidden atomic state; no useful relation is expressible without an atomic permission abstraction.
core::sync::atomic::AtomicBool::fetch_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result depends on hidden atomic observations and potentially repeated FnMut invocations under contention, neither of which is represented by the ordinary vstd AtomicBool model."
core::sync::atomic::AtomicBool::from_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,Its essential behavior is a mutable reference aliasing the same storage under a different type; current vstd cannot express that identity or the resulting atomic hidden state.
core::sync::atomic::AtomicBool::from_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned mutable slice reinterprets and aliases every input element; vstd lacks an element-wise backing-storage relation and support for this mutable-reference return.
core::sync::atomic::AtomicBool::from_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result aliases caller-managed atomic storage, but vstd has no public abstraction expressing raw-pointer validity, lifetime-wide atomic access discipline, or atomic reference identity."
core::sync::atomic::AtomicBool::get_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Although exclusive access makes the operation safe, AtomicBool exposes no ordinary view relating its hidden value to the returned mutable bool reference."
core::sync::atomic::AtomicBool::get_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The implementation reinterprets the same storage, but vstd cannot express the elementwise relationship between hidden atomic state and the returned mutable bool slice without an atomic-state and aliasing abstraction."
core::sync::atomic::AtomicBool::into_inner,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Consumption excludes concurrent access, but AtomicBool has no public logical view from which to specify the returned contained value."
core::sync::atomic::AtomicBool::try_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The callback may run repeatedly against values observed during interference, and current vstd lacks an atomic linearization-state abstraction capable of describing the result or update."
core::sync::atomic::AtomicBool::update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned prior value and committed update depend on a retrying atomic operation under possible interference; current vstd cannot express its linearization point or hidden state.
core::sync::atomic::AtomicI16::as_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"AtomicI16 has no ordinary modeled state, and current vstd cannot relate the returned pointer's identity and provenance to an ordinary &AtomicI16."
core::sync::atomic::AtomicI16::compare_and_swap,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The result and possible write depend on hidden atomic state at a linearization point. The signature carries no atomic view or ghost permission with which to express that relation.
core::sync::atomic::AtomicI16::fetch_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The operation may repeatedly observe hidden atomic state and invoke FnMut multiple times. Neither the linearized state nor closure invocation history is modeled by the signature.
core::sync::atomic::AtomicI16::from_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The useful behavior is storage identity between differently typed mutable references, but AtomicI16 has no view and current vstd lacks a relation expressing that cross-type identity and mutation linkage."
core::sync::atomic::AtomicI16::from_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,A useful contract must relate each output atomic to the corresponding input storage and propagate final mutations. Atomic elements have no ordinary view or cross-type storage-identity abstraction; length alone is insufficient.
core::sync::atomic::AtomicI16::from_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The safety and result relation require pointer validity, alignment, provenance, lifetime, and atomic-access discipline. The exact signature supplies no permission token, and ordinary reference identity is not exposed."
core::sync::atomic::AtomicI16::get_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned mutable reference exposes atomic storage whose value has no public model in the current vstd vocabulary.
core::sync::atomic::AtomicI16::get_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,vstd lacks a public model relating a slice of atomics to the returned mutable slice of their hidden integer storage.
core::sync::atomic::AtomicI16::into_inner,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Although consuming the atomic prevents concurrent access, its pre-consumption value is not observable through an existing public vstd view."
core::sync::atomic::AtomicI16::try_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,A useful contract requires an atomic-state model plus support for relating repeated FnMut invocations and compare-exchange interference to the Result.
core::sync::atomic::AtomicI16::update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,A useful contract requires an atomic-state model and a way to specify repeated FnMut evaluation under compare-exchange interference.
core::sync::atomic::AtomicI32::as_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,Current public vstd abstractions cannot express that the raw pointer identifies the atomic's hidden underlying integer storage with the required provenance and aliasing semantics.
core::sync::atomic::AtomicI32::compare_and_swap,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned prior value and conditional update depend on hidden concurrent atomic state at a linearization point that current public vstd vocabulary cannot express.
core::sync::atomic::AtomicI32::fetch_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,A useful contract requires an atomic-state model and support for relating potentially repeated FnMut invocations under compare-exchange interference to the Result.
core::sync::atomic::AtomicI32::from_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"vstd lacks a public model relating the mutable integer storage to the returned mutable atomic reference, including its identity and hidden state."
core::sync::atomic::AtomicI32::from_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,vstd lacks a public abstraction relating a mutable integer slice to the returned mutable slice of atomics and their hidden storage.
core::sync::atomic::AtomicI32::from_ptr,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"A useful contract would need pointer provenance, alignment, lifetime, aliasing, and atomic-storage abstractions not available in current public vstd vocabulary."
core::sync::atomic::AtomicI32::get_mut,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,The returned mutable reference exposes atomic storage whose value and identity have no public model in current vstd vocabulary.
core::sync::atomic::AtomicI32::get_mut_slice,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The returned mutable slice aliases atomic storage, but vstd exposes neither the atomic value nor a suitable mutable-reference aliasing relation."
core::sync::atomic::AtomicI32::into_inner,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"The result is the consumed atomic's hidden value, for which current vstd provides no public view or state abstraction."
core::sync::atomic::AtomicI32::try_update,atomic,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:concurrency_or_hidden_state,,,,,,"Its result and state transition depend on concurrent atomic state and potentially repeated FnMut calls, neither modeled by current public vstd vocabulary."
