target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
core::slice::first_chunk_mut,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(0, N as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == final(out)@ + old(slice)@.subrange(N as int, old(slice)@.len() as int)
        }; ret is None ==> final(slice)@ == old(slice)@","The returned mutable array reference aliases the slice prefix. Current vstd cannot express that identity and its write-back behavior, and mutable-reference returns are unsupported.","Rust 1.96 documents first_chunk_mut as returning None when the slice is shorter than N and otherwise returning a mutable array reference to the first N items. The source casts the slice's mutable pointer after the length check, so the contract models the prefix view, returned-view preservation, and the untouched suffix.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, const N: usize>[ <[T]>::first_chunk_mut::<N> ](
    slice: &mut [T],
) -> (ret: Option<&mut [T; N]>)
    ensures
        ret is Some == (N as int <= old(slice)@.len()),
        ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(0, N as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == final(out)@ + old(slice)@.subrange(N as int, old(slice)@.len() as int)
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::from_mut,skip->add_spec,data_structure,data_structure,,,1,6,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,ret@ == seq![*old(s)]; final(ret)@ == ret@; final(ret)@ == seq![*final(s)]; *final(s) == *old(s),A useful contract must state that the one-element mutable slice is the same storage as the input reference and propagates mutations back. Current vstd cannot express this aliasing relation.,Rust 1.96 documents slice::from_mut as producing a length-one slice without copying and implements it by delegating directly to `array::from_mut(s)`. The contract models the singleton slice contents before and after mutation through the returned view.,,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ core::slice::from_mut ](
    s: &mut T,
) -> (ret: &mut [T])
    ensures
        ret@ == seq![*old(s)],
        final(ret)@ == ret@,
        final(ret)@ == seq![*final(s)],
        *final(s) == *old(s),
;"
core::slice::last_chunk_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - N as int) + final(out)@
        }; ret is None ==> final(slice)@ == old(slice)@","Although the source selects the final N elements when N fits, current vocabulary cannot relate an Option-wrapped mutable array reference to that region and its eventual writeback into self.","Rust 1.96 documents last_chunk_mut as returning None when the slice is shorter than N and otherwise returning a mutable array reference to the last N items. The body computes the suffix index with checked_sub, splits at that index, and casts the last slice to `[T; N]`, so the contract models the unchanged prefix and returned suffix view without provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, const N: usize>[ <[T]>::last_chunk_mut::<N> ](
    slice: &mut [T],
) -> (ret: Option<&mut [T; N]>)
    ensures
        ret is Some == (N as int <= old(slice)@.len()),
        ret matches Some(out) ==> {
            &&& out@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(out)@ == out@
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - N as int) + final(out)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::reverse,skip->add_spec,data_structure,data_structure,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,final(slice)@ == old(slice)@.reverse(),"A useful contract must relate every final element to the corresponding reversed old element, but the exact mutable-slice receiver produces an unsized by-value `[T]` post-state that current vstd equality/view machinery cannot model here.","Rust 1.96 reverses the slice in place by splitting the front and back halves and swapping mirrored elements. The contract records only the observable final sequence view, avoiding pointer or provenance claims while preserving the operation's full semantics.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ <[T]>::reverse ](slice: &mut [T])
    ensures
        final(slice)@ == old(slice)@.reverse(),
;"
core::slice::split_at_mut_checked,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (mid <= old(slice)@.len()); ret matches Some((left, right)) ==> {
            &&& left@ == old(slice)@.subrange(0, mid as int)
            &&& right@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int)
            &&& final(left)@ == left@
            &&& final(right)@ == right@
            &&& final(slice)@ == final(left)@ + final(right)@
        }; ret is None ==> final(slice)@ == old(slice)@","The source returns two disjoint mutable subslices exactly when mid is in bounds, but current vocabulary cannot express their aliasing identity and eventual combined writeback through an Option-wrapped result.","Rust 1.96 returns Some exactly when `mid <= self.len()`, delegates that branch to `self.split_at_mut_unchecked(mid)`, and otherwise returns None. The contract reuses the accepted split_at_checked Option shape, the accepted mutable split post-state preservation, and the unchanged input state on the None branch.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ <[T]>::split_at_mut_checked ](
    slice: &mut [T],
    mid: usize,
) -> (ret: Option<(&mut [T], &mut [T])>)
    ensures
        ret is Some == (mid <= old(slice)@.len()),
        ret matches Some((left, right)) ==> {
            &&& left@ == old(slice)@.subrange(0, mid as int)
            &&& right@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int)
            &&& final(left)@ == left@
            &&& final(right)@ == right@
            &&& final(slice)@ == final(left)@ + final(right)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_at_mut_unchecked,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,mid as int <= old(slice)@.len(),,"ret.0@ == old(slice)@.subrange(0, mid as int); ret.1@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int); final(ret.0)@ == ret.0@; final(ret.1)@ == ret.1@; final(slice)@ == final(ret.0)@ + final(ret.1)@","The API returns two disjoint mutable subslices and requires mid <= self.len(). Mutable-reference returns are unsupported, and sequence views cannot express the returned references' disjoint identity and write-back relationship to self.","Rust 1.96 documents the unsafe precondition `0 <= mid <= self.len()`, checks `mid <= len`, then returns the prefix and suffix with `from_raw_parts_mut(ptr, mid)` and `from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid))`. The contract models those prefix/suffix slice views, preserves the returned sub-slice contents at function return, and exposes the final concatenated input state without specifying reference provenance.",,source_justified,,"core/src/slice/mod.rs:2095 states the unsafe precondition `0 <= mid <= self.len()`, checks `mid <= len`, and constructs the two mutable sub-slices with `from_raw_parts_mut(ptr, mid)` and `from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid))`; the requires clause, prefix/suffix view postconditions, returned sub-slice preservation at function return, and concatenated input post-state are exactly that source-backed normal-return shape.",,core/src/slice/mod.rs:2095,,"2052:             (mid: usize = mid, len: usize = len) => mid <= len,
2055:         // SAFETY: Caller has to check that `0 <= mid <= self.len()`
2071:     /// `0 <= mid <= self.len()`.
2095:     pub const unsafe fn split_at_mut_unchecked(&mut self, mid: usize) -> (&mut [T], &mut [T]) {
2102:             (mid: usize = mid, len: usize = len) => mid <= len,
2105:         // SAFETY: Caller has to check that `0 <= mid <= self.len()`.
2107:         // `[ptr; mid]` and `[mid; len]` are not overlapping, so returning a mutable reference
2111:                 from_raw_parts_mut(ptr, mid),
2112:                 from_raw_parts_mut(ptr.add(mid), unchecked_sub(len, mid)),",,"pub assume_specification<T>[ <[T]>::split_at_mut_unchecked ](
    slice: &mut [T],
    mid: usize,
) -> (ret: (&mut [T], &mut [T]))
    requires
        mid as int <= old(slice)@.len(),
    ensures
        ret.0@ == old(slice)@.subrange(0, mid as int),
        ret.1@ == old(slice)@.subrange(mid as int, old(slice)@.len() as int),
        final(ret.0)@ == ret.0@,
        final(ret.1)@ == ret.1@,
        final(slice)@ == final(ret.0)@ + final(ret.1)@,
;"
core::slice::split_first_chunk_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some((first, tail)) ==> {
            &&& first@ == old(slice)@.subrange(0, N as int)
            &&& tail@ == old(slice)@.subrange(N as int, old(slice)@.len() as int)
            &&& final(first)@ == first@
            &&& final(tail)@ == tail@
            &&& final(slice)@ == final(first)@ + final(tail)@
        }; ret is None ==> final(slice)@ == old(slice)@","The result condition depends on whether self.len() >= N and, on success, returns disjoint mutable references to the first array chunk and tail. Current vstd views cannot capture their aliasing and write-back behavior.","Rust 1.96 returns Some exactly when `split_at_mut_checked(N)` succeeds, casts the checked first slice to `[T; N]`, and returns the remaining tail. The contract models those returned mutable views by their old slice/array contents, preserves each returned view at function return, and relates the final input slice to the final first-chunk and tail views without claiming pointer identity.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, const N: usize>[ <[T]>::split_first_chunk_mut::<N> ](
    slice: &mut [T],
) -> (ret: Option<(&mut [T; N], &mut [T])>)
    ensures
        ret is Some == (N as int <= old(slice)@.len()),
        ret matches Some((first, tail)) ==> {
            &&& first@ == old(slice)@.subrange(0, N as int)
            &&& tail@ == old(slice)@.subrange(N as int, old(slice)@.len() as int)
            &&& final(first)@ == first@
            &&& final(tail)@ == tail@
            &&& final(slice)@ == final(first)@ + final(tail)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_first_mut,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some((first, tail)) ==> {
            &&& *first == old(slice)@[0]
            &&& tail@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& *final(first) == *first
            &&& final(tail)@ == tail@
            &&& final(slice)@ == seq![*final(first)] + final(tail)@
        }; ret is None ==> final(slice)@ == old(slice)@","On a nonempty slice this returns disjoint mutable references to the first element and tail. Mutable-reference results are unsupported, and their coordinated write-back into the original slice is not representable by sequence views alone.","Rust 1.96 pattern-matches `[first, tail @ ..]` and returns `Some((first, tail))` exactly for nonempty slices. The contract models the returned element by its dereferenced value, the returned tail by its semantic view, preserves both returned mutable views at function return, and reconstructs the final input slice from those views without pointer/provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ <[T]>::split_first_mut ](
    slice: &mut [T],
) -> (ret: Option<(&mut T, &mut [T])>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some((first, tail)) ==> {
            &&& *first == old(slice)@[0]
            &&& tail@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& *final(first) == *first
            &&& final(tail)@ == tail@
            &&& final(slice)@ == seq![*final(first)] + final(tail)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_last_chunk_mut,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (N as int <= old(slice)@.len()); ret matches Some((init, last)) ==> {
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - N as int)
            &&& last@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(init)@ == init@
            &&& final(last)@ == last@
            &&& final(slice)@ == final(init)@ + final(last)@
        }; ret is None ==> final(slice)@ == old(slice)@","The successful result consists of disjoint mutable references to the prefix and final N-element array. Existing public vstd vocabulary cannot model their reference identity, separation, and write-back to self.","Rust 1.96 returns None when `self.len().checked_sub(N)` fails; otherwise it splits at the checked index, returns the init slice and casts the last slice to `[T; N]`. The contract models that branch shape with old init/last views, preserves both returned views at function return, and reconstructs the final input slice from their final semantic views.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, const N: usize>[ <[T]>::split_last_chunk_mut::<N> ](
    slice: &mut [T],
) -> (ret: Option<(&mut [T], &mut [T; N])>)
    ensures
        ret is Some == (N as int <= old(slice)@.len()),
        ret matches Some((init, last)) ==> {
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - N as int)
            &&& last@ == old(slice)@.subrange(old(slice)@.len() - N as int, old(slice)@.len() as int)
            &&& final(init)@ == init@
            &&& final(last)@ == last@
            &&& final(slice)@ == final(init)@ + final(last)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_last_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some((last, init)) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& *final(last) == *last
            &&& final(init)@ == init@
            &&& final(slice)@ == final(init)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@","On a nonempty slice this returns disjoint mutable references to the last element and preceding slice. Sequence equality would omit the essential alias separation and write-back semantics, while mutable-reference returns are unsupported.","Rust 1.96 pattern-matches `[init @ .., last]` and returns `Some((last, init))` exactly for nonempty slices. The contract models the returned element by its dereferenced value, the returned init slice by its semantic view, preserves both returned mutable views, and reconstructs the final input slice from those views.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T>[ <[T]>::split_last_mut ](
    slice: &mut [T],
) -> (ret: Option<(&mut T, &mut [T])>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some((last, init)) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& init@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& *final(last) == *last
            &&& final(init)@ == init@
            &&& final(slice)@ == final(init)@ + seq![*final(last)]
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_off_first,skip->add_spec,data_structure,data_structure,,,1,4,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"ret.is_none() == (old(slice)@.len() == 0); ret.is_some() ==> *ret.unwrap() == old(slice)@[0]; old(slice)@.len() == 0 ==> final(slice)@ == old(slice)@; old(slice)@.len() > 0 ==> final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)","The exact `&mut &'a [T]` input requires modeling both the returned first element and the updated slice view. Current Verus lowering materializes the inner shared slice as unsized `[T]` when tracking the mutable reference, so no valid contract can express the observable post-state.",The implementation returns None without modifying an empty slice; otherwise it returns the first element and replaces the input slice reference with the remaining suffix. The contract compares element and slice semantic views rather than reference identity.,,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<T, 'a>[ <[T]>::split_off_first ](
    slice: &mut &'a [T],
) -> (ret: Option<&'a T>)
    ensures
        ret.is_none() == (old(slice)@.len() == 0),
        ret.is_some() ==> *ret.unwrap() == old(slice)@[0],
        old(slice)@.len() == 0 ==> final(slice)@ == old(slice)@,
        old(slice)@.len() > 0 ==> final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int),
;"
core::slice::split_off_first_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some(first) ==> {
            &&& *first == old(slice)@[0]
            &&& *final(first) == *first
            &&& final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& old(slice)@ == seq![*final(first)] + final(slice)@
        }; ret is None ==> final(slice)@ == old(slice)@","This updates the outer mutable slice reference to its tail while returning a mutable reference to the removed first element with the original lifetime. Current vstd lacks an abstraction for this reference reassignment, alias separation, and shared write-back provenance.","Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_first_mut`, assigns `*self = rem`, and returns `Some(first)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining tail, without pointer/provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<'a, T>[ <[T]>::split_off_first_mut ](
    slice: &mut &'a mut [T],
) -> (ret: Option<&'a mut T>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some(first) ==> {
            &&& *first == old(slice)@[0]
            &&& *final(first) == *first
            &&& final(slice)@ == old(slice)@.subrange(1, old(slice)@.len() as int)
            &&& old(slice)@ == seq![*final(first)] + final(slice)@
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::slice::split_off_last_mut,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some == (old(slice)@.len() != 0); ret matches Some(last) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& *final(last) == *last
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& old(slice)@ == final(slice)@ + seq![*final(last)]
        }; ret is None ==> final(slice)@ == old(slice)@",Success both shortens `self` and returns an exclusive reference to the removed last element. Current modeling cannot express the required mutable-reference identity and disjointness.,"Rust 1.96 replaces `self` with an empty mutable slice, delegates to `split_last_mut`, assigns `*self = rem`, and returns `Some(last)` only for nonempty slices. The contract models the returned element by dereferenced value and reconstructs the final slice reference as the remaining init slice, without pointer/provenance claims.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification<'a, T>[ <[T]>::split_off_last_mut ](
    slice: &mut &'a mut [T],
) -> (ret: Option<&'a mut T>)
    ensures
        ret is Some == (old(slice)@.len() != 0),
        ret matches Some(last) ==> {
            &&& *last == old(slice)@[(old(slice)@.len() - 1) as int]
            &&& *final(last) == *last
            &&& final(slice)@ == old(slice)@.subrange(0, old(slice)@.len() - 1)
            &&& old(slice)@ == final(slice)@ + seq![*final(last)]
        },
        ret is None ==> final(slice)@ == old(slice)@,
;"
core::str::from_utf8,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:unsafe_or_representation_sensitive,,,,,,,,,valid_utf8(v@) ==> (result matches Ok(string) && string@ == decode_utf8(v@)); !valid_utf8(v@) ==> result is Err,"vstd can express UTF-8 validity and successful string bytes, but core::str::Utf8Error is unsupported. A contract therefore requires an additional external type specification not present in current vstd.","Promotes the saved round-01 source-backed contract for the inherent `str::from_utf8` declaration only. Rust 1.96 delegates the inherent constructor to `converts::from_utf8`, whose body returns `Ok` after `run_utf8_validation` succeeds and `Err(err)` otherwise; the contract specifies only the decoded string view and Result branch.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::from_utf8 ](
    v: &[u8],
) -> (result: Result<&str, core::str::Utf8Error>)
    ensures
        valid_utf8(v@) ==> (result matches Ok(string) && string@ == decode_utf8(v@)),
        !valid_utf8(v@) ==> result is Err,
;"
core::str::from_utf8_mut,skip->add_spec,data_structure,data_structure,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,final(v)@ == old(v)@; valid_utf8(old(v)@) ==> (result matches Ok(string) && string@ == decode_utf8(old(v)@)); !valid_utf8(old(v)@) ==> result is Err,A useful contract must characterize UTF-8 validation and make an `Ok` result the same mutable storage reinterpreted as `str`. Current vocabulary lacks both the needed UTF-8/error model and mutable-reference identity relation.,"The contract typechecks and directly models the source behavior: conversion does not modify the bytes, succeeds exactly when the original byte sequence is valid UTF-8, and exposes the decoded semantic string on success. The determinism failure is caused by the checker passing the unsized [u8] post-state by value, not by this contract.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ core::str::from_utf8_mut ](
    v: &mut [u8],
) -> (result: Result<&mut str, core::str::Utf8Error>)
    ensures
        final(v)@ == old(v)@,
        valid_utf8(old(v)@) ==> (result matches Ok(string) && string@ == decode_utf8(old(v)@)),
        !valid_utf8(old(v)@) ==> result is Err,
;"
core::str::make_ascii_lowercase,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==> #[trigger] final(s).spec_bytes()[i] as int
            == if 0x41u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x5au8 {
                old(s).spec_bytes()[i] as int + 32
            } else {
                old(s).spec_bytes()[i] as int
            }","Its observable behavior is the mutated string contents, but the exact `&mut str` post-state is currently materialized as unsized by-value `str` and cannot typecheck.","The implementation mutates the string bytes in place, mapping ASCII 'A' through 'Z' to 'a' through 'z' while preserving all other bytes and the byte length. Casting byte observations to int matches the existing vstd ASCII-folding spec style and avoids Verus branch type mismatches without changing the modeled byte relation.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::make_ascii_lowercase ](s: &mut str)
    ensures
        final(s).spec_bytes().len() == old(s).spec_bytes().len(),
        forall|i: int| 0 <= i < old(s).spec_bytes().len() ==> #[trigger] final(s).spec_bytes()[i] as int
            == if 0x41u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x5au8 {
                old(s).spec_bytes()[i] as int + 32
            } else {
                old(s).spec_bytes()[i] as int
            },
;"
core::str::make_ascii_uppercase,skip->add_spec,data_structure,data_structure,,,1,3,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,,,,,,,,,,"final(s).spec_bytes().len() == old(s).spec_bytes().len(); forall|i: int| 0 <= i < old(s).spec_bytes().len() ==>
            final(s).spec_bytes()[i] as int == if 0x61u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x7au8 {
                old(s).spec_bytes()[i] as int - 0x20int
            } else {
                old(s).spec_bytes()[i] as int
            }","Its observable behavior is the mutated string contents, but the exact `&mut str` post-state is currently materialized as unsized by-value `str` and cannot typecheck.","The method mutates the UTF-8 bytes in place by uppercasing ASCII lowercase letters. Casting byte values to int makes both conditional branches type-compatible while still specifying the complete deterministic post-state: length is preserved, bytes in a-z are reduced by 0x20, and every other byte is unchanged.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::make_ascii_uppercase ](s: &mut str)
    ensures
        final(s).spec_bytes().len() == old(s).spec_bytes().len(),
        forall|i: int| 0 <= i < old(s).spec_bytes().len() ==>
            final(s).spec_bytes()[i] as int == if 0x61u8 <= old(s).spec_bytes()[i] && old(s).spec_bytes()[i] <= 0x7au8 {
                old(s).spec_bytes()[i] as int - 0x20int
            } else {
                old(s).spec_bytes()[i] as int
            },
;"
core::str::split_at_mut_checked,skip->add_spec,data_structure,data_structure,,,1,5,skip,add_spec,skip,add_spec,assume_specification,assume_specification,False,True,,ok,,unsat,,complete,0,1,0,1,0,1,classification:determinism_checker_unsupported,,,,,,,,,"ret is Some <==> is_char_boundary(old(s).spec_bytes(), mid as int); ret matches Some((left, right)) ==> {
            &&& left.spec_bytes() =~= old(s).spec_bytes().subrange(0, mid as int)
            &&& right.spec_bytes() =~= old(s).spec_bytes().subrange(mid as int, old(s).spec_bytes().len() as int)
            &&& final(left).spec_bytes() == left.spec_bytes()
            &&& final(right).spec_bytes() == right.spec_bytes()
            &&& final(s).spec_bytes() == final(left).spec_bytes() + final(right).spec_bytes()
        }; ret is None ==> final(s).spec_bytes() == old(s).spec_bytes()",The optional result contains two disjoint mutable aliases into self; their separation and writeback behavior cannot be captured by a useful supported contract.,"Rust 1.96 returns Some exactly when `self.is_char_boundary(mid)`, delegates that branch to `self.split_at_mut_unchecked(mid)`, and otherwise returns None. The contract models the returned mutable str slices extensionally by their byte subranges and preserves the input byte state on the None branch without claiming pointer provenance.",,not_applicable,,No requires clause is present.,,,,,,"pub assume_specification[ str::split_at_mut_checked ](
    s: &mut str,
    mid: usize,
) -> (ret: Option<(&mut str, &mut str)>)
    ensures
        ret is Some <==> is_char_boundary(old(s).spec_bytes(), mid as int),
        ret matches Some((left, right)) ==> {
            &&& left.spec_bytes() =~= old(s).spec_bytes().subrange(0, mid as int)
            &&& right.spec_bytes() =~= old(s).spec_bytes().subrange(mid as int, old(s).spec_bytes().len() as int)
            &&& final(left).spec_bytes() == left.spec_bytes()
            &&& final(right).spec_bytes() == right.spec_bytes()
            &&& final(s).spec_bytes() == final(left).spec_bytes() + final(right).spec_bytes()
        },
        ret is None ==> final(s).spec_bytes() == old(s).spec_bytes(),
;"
