target,transition,prior_category,fresh_category,prior_status,fresh_status,prior_rounds,fresh_rounds,prior_initial_decision,fresh_initial_decision,prior_final_decision,fresh_final_decision,prior_contract_form,fresh_contract_form,prior_typecheck_passed,fresh_typecheck_passed,prior_det_status,fresh_det_status,prior_r0_z3,fresh_r0_z3,prior_classification,fresh_classification,prior_raw_det_reward,fresh_raw_det_reward,prior_guarded_reward,fresh_guarded_reward,prior_semantic_guarded_reward,fresh_semantic_guarded_reward,prior_issues,fresh_issues,prior_semantic_gate_issues,fresh_semantic_gate_issues,prior_semantic_review_issues,fresh_semantic_review_issues,prior_requires,fresh_requires,prior_ensures,fresh_ensures,prior_rationale,fresh_rationale,prior_requires_source_fidelity_classification,fresh_requires_source_fidelity_classification,prior_requires_source_fidelity_rationale,fresh_requires_source_fidelity_rationale,prior_requires_source_reference,fresh_requires_source_reference,prior_requires_source_excerpt,fresh_requires_source_excerpt,prior_contract_code,fresh_contract_code
core::cmp::min_by,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"compare.requires((&v1, &v2)); forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering| #![trigger compare.ensures((&v1, &v2), ordering1), compare.ensures((&v1, &v2), ordering2)] compare.ensures((&v1, &v2), ordering1) && compare.ensures((&v1, &v2), ordering2) ==> (ordering1 == core::cmp::Ordering::Greater <==> ordering2 == core::cmp::Ordering::Greater)",,"exists|ordering: core::cmp::Ordering| { &&& #[trigger] compare.ensures((&v1, &v2), ordering) &&& result == if ordering == core::cmp::Ordering::Greater { v2 } else { v1 } }",,The source calls the comparator once and returns v2 exactly for Greater. The additional requirement minimally ensures that all comparator outcomes admitted for these arguments agree on that observed branch.,"The return value depends on invoking the caller-provided comparator. Existing vstd vocabulary cannot express a deterministic, source-justified ordinary contract for this choice without relying on higher-order FnOnce requires/ensures predicates. The comparator-independent guarantee that the result is either v1 or v2 is nondeterministic and too weak.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, F>[ core::cmp::min_by ](
    v1: T,
    v2: T,
    compare: F,
) -> (result: T)
where
    F: FnOnce(&T, &T) -> core::cmp::Ordering,
    requires
        compare.requires((&v1, &v2)),
        forall|ordering1: core::cmp::Ordering, ordering2: core::cmp::Ordering|
            #![trigger compare.ensures((&v1, &v2), ordering1),
                       compare.ensures((&v1, &v2), ordering2)]
            compare.ensures((&v1, &v2), ordering1)
                && compare.ensures((&v1, &v2), ordering2)
                ==> (ordering1 == core::cmp::Ordering::Greater
                    <==> ordering2 == core::cmp::Ordering::Greater),
    ensures
        exists|ordering: core::cmp::Ordering| {
            &&& #[trigger] compare.ensures((&v1, &v2), ordering)
            &&& result == if ordering == core::cmp::Ordering::Greater { v2 } else { v1 }
        },
;",
core::cmp::min_by_key,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"K::obeys_partial_cmp_spec(); f.requires((&v2,)); f.requires((&v1,)); forall|key2a: K, key1a: K, key2b: K, key1b: K| #![trigger f.ensures((&v2,), key2a), f.ensures((&v1,), key1a), f.ensures((&v2,), key2b), f.ensures((&v1,), key1b)] f.ensures((&v2,), key2a) && f.ensures((&v1,), key1a) && f.ensures((&v2,), key2b) && f.ensures((&v1,), key1b) ==> (key2a.partial_cmp_spec(&key1a) == Some(core::cmp::Ordering::Less) <==> key2b.partial_cmp_spec(&key1b) == Some(core::cmp::Ordering::Less))",,"exists|key2: K| { &&& #[trigger] f.ensures((&v2,), key2) &&& exists|key1: K| { &&& #[trigger] f.ensures((&v1,), key1) &&& result == if key2.partial_cmp_spec(&key1) == Some(core::cmp::Ordering::Less) { v2 } else { v1 } } }",,"The source evaluates f(&v2) and then f(&v1), returning v2 exactly when its key is less. PartialOrdSpec connects the runtime comparison to partial_cmp_spec, while the branch-consistency requirement permits non-single-valued key relations provided every admitted key pair selects the same observable result.","The result depends on two ordered calls to an FnMut closure. Existing vstd call_requires/call_ensures vocabulary does not model the closure-state transition between those calls, so the proposed existential keys are not deterministically tied to the actual sequential execution. No useful ordinary, source-justified contract is available.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, F, K>[ core::cmp::min_by_key ](
    v1: T,
    v2: T,
    f: F,
) -> (result: T)
where
    F: FnMut(&T) -> K,
    K: core::cmp::Ord,
    requires
        K::obeys_partial_cmp_spec(),
        f.requires((&v2,)),
        f.requires((&v1,)),
        forall|key2a: K, key1a: K, key2b: K, key1b: K|
            #![trigger
                f.ensures((&v2,), key2a),
                f.ensures((&v1,), key1a),
                f.ensures((&v2,), key2b),
                f.ensures((&v1,), key1b)
            ]
            f.ensures((&v2,), key2a)
                && f.ensures((&v1,), key1a)
                && f.ensures((&v2,), key2b)
                && f.ensures((&v1,), key1b)
                ==> (
                    key2a.partial_cmp_spec(&key1a)
                        == Some(core::cmp::Ordering::Less)
                    <==>
                    key2b.partial_cmp_spec(&key1b)
                        == Some(core::cmp::Ordering::Less)
                ),
    ensures
        exists|key2: K| {
            &&& #[trigger] f.ensures((&v2,), key2)
            &&& exists|key1: K| {
                &&& #[trigger] f.ensures((&v1,), key1)
                &&& result == if key2.partial_cmp_spec(&key1)
                    == Some(core::cmp::Ordering::Less)
                {
                    v2
                } else {
                    v1
                }
            }
        },
;",
core::fmt::Result::or_else,add_spec->skip,formatting,formatting,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:formatting_effect;determinism_not_proved:unknown,classification:formatting_effect;determinism_unsupported_contract_form,,,,,"result is Err ==> op.requires((result->Err_0,))",,"result is Ok ==> out == Result::<T, F>::Ok(result->Ok_0); result is Err ==> op.ensures((result->Err_0,), out)",,The source behavior is expressible using FnOnce requires/ensures. Moving the function-trait bound into a where clause avoids misparsing the return arrow as the end of the generic parameter list.,"Although the resolved implementation preserves Ok and invokes op on Err, core::fmt::Result::or_else may execute a formatting-effectful FnOnce. Existing vstd vocabulary exposes only the closure's abstract requires/ensures relation and cannot model its captured formatting-state transition or prove a deterministic observable result. Strengthening the domain to require a functional postcondition would impose an artificial restriction not present in the Rust API.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F, O>[Result::<T, E>::or_else](
    result: Result<T, E>,
    op: O,
) -> (out: Result<T, F>)
where
    O: FnOnce(E) -> Result<T, F>,
    requires
        result is Err ==> op.requires((result->Err_0,)),
    ensures
        result is Ok ==> out == Result::<T, F>::Ok(result->Ok_0),
        result is Err ==> op.ensures((result->Err_0,), out),
;",
core::fmt::Result::unwrap_or_else,add_spec->skip,formatting,formatting,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:formatting_effect;determinism_not_proved:unknown,classification:formatting_effect,,,,,"result is Err ==> op.requires((result->Err_0,))",,"result is Ok ==> res == result->Ok_0; result is Err ==> op.ensures((result->Err_0,), res)",,The implementation returns the Ok payload unchanged and invokes the closure only for Err. Placing the FnOnce bound in a where clause preserves the signature while avoiding the runner's angle-bracket parsing ambiguity.,"For core::fmt::Result, the Ok value is unit and the Err branch invokes an arbitrary FnOnce closure. Without a public specification for that closure’s behavior or formatting state, no useful non-vacuous result relation is expressible.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, E, F>[ Result::<T, E>::unwrap_or_else ](
    result: Result<T, E>,
    op: F,
) -> (res: T)
    where
        F: FnOnce(E) -> T,
    requires
        result is Err ==> op.requires((result->Err_0,)),
    ensures
        result is Ok ==> res == result->Ok_0,
        result is Err ==> op.ensures((result->Err_0,), res),
;",
core::iter::Iterator::max,add_spec->skip,trait_method,trait_method,,,2,2,add_spec,add_spec,add_spec,skip,external_trait_specification,None,True,False,,,,,,,0,0,0,0,0,0,classification:trait_contract_integration;determinism_unsupported_contract_form,classification:trait_contract_integration;determinism_unsupported_contract_form,,,,,<Self::Item as OrdSpec>::obeys_cmp_spec(),,"{ let s = into_iter_remaining::<Self::Item, Self>(self); r == if s.len() == 0 { None } else { Some(s.drop_first().fold_left(s[0], |x: Self::Item, y: Self::Item| if <Self::Item as OrdSpec>::cmp_spec(&x, &y) == Ordering::Greater { x } else { y })) } }",,The default implementation delegates to max_by(Ord::cmp). The public into_iter_remaining model and OrdSpec express its left fold and documented last-on-equal behavior without requiring IteratorSpec as an invalid proxy supertrait.,"Iterator::max is an associated trait method. The available contract harness cannot place an external specification inside the required trait context, so `self` and `Self::Item` are invalid and the proposal cannot typecheck. Recasting it as an ordinary free function would not attach the contract to the target API. Skip until external trait-method specifications are supported.",,not_applicable,,No requires clause is present.,,,,,"#[verifier::external_trait_specification]
pub trait ExIteratorMax {
    type ExternalTraitSpecificationFor: core::iter::Iterator;
    type Item;

    fn max(self) -> (r: Option<Self::Item>)
    where
        Self: Sized,
        Self::Item: Ord,
    requires
        <Self::Item as OrdSpec>::obeys_cmp_spec(),
    default_ensures
        {
            let s = into_iter_remaining::<Self::Item, Self>(self);
            r == if s.len() == 0 {
                None
            } else {
                Some(s.drop_first().fold_left(
                    s[0],
                    |x: Self::Item, y: Self::Item| if <Self::Item as OrdSpec>::cmp_spec(&x, &y) == Ordering::Greater { x } else { y },
                ))
            }
        },
    ;
}",
core::ops::Bound::cloned,add_spec->skip,other,other,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:needs_new_vstd_abstraction;determinism_not_proved:unknown,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,,,,,,,"spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded; spec_bound(bound) is Included ==> spec_bound(result) is Included && cloned::<T>(*(spec_bound(bound)->Included_0), spec_bound(result)->Included_0); spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded && cloned::<T>(*(spec_bound(bound)->Excluded_0), spec_bound(result)->Excluded_0)",,"The repeated Clone bound preserves both the impl-level and method-level bounds required by signature matching. spec_bound exposes the variant and payload, while cloned models the delegated Clone call without imposing an artificial determinism precondition.","Existing vstd vocabulary cannot express the semantic relation between an arbitrary value and the result of its Clone implementation. Variant preservation alone leaves payload-bearing results underdetermined, so it is not a useful ordinary contract. A specification requires a new abstraction for Clone semantics.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<'a, T: Clone + Clone>[ Bound::<&'a T>::cloned ](
    bound: Bound<&'a T>,
) -> (result: Bound<T>)
    ensures
        spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded,
        spec_bound(bound) is Included ==> spec_bound(result) is Included
            && cloned::<T>(*(spec_bound(bound)->Included_0), spec_bound(result)->Included_0),
        spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded
            && cloned::<T>(*(spec_bound(bound)->Excluded_0), spec_bound(result)->Excluded_0),
;",
core::ops::Bound::map,add_spec->skip,other,other,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;higher_order_closure_result_underdetermined,,,,,"spec_bound(bound) is Included ==> f.requires((spec_bound(bound)->Included_0,)); spec_bound(bound) is Excluded ==> f.requires((spec_bound(bound)->Excluded_0,)); spec_bound(bound) is Included ==> forall|u1: U, u2: U| #![trigger f.ensures((spec_bound(bound)->Included_0,), u1), f.ensures((spec_bound(bound)->Included_0,), u2)] f.ensures((spec_bound(bound)->Included_0,), u1) && f.ensures((spec_bound(bound)->Included_0,), u2) ==> u1 == u2; spec_bound(bound) is Excluded ==> forall|u1: U, u2: U| #![trigger f.ensures((spec_bound(bound)->Excluded_0,), u1), f.ensures((spec_bound(bound)->Excluded_0,), u2)] f.ensures((spec_bound(bound)->Excluded_0,), u1) && f.ensures((spec_bound(bound)->Excluded_0,), u2) ==> u1 == u2",,"spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded; spec_bound(bound) is Included ==> spec_bound(result) is Included && f.ensures((spec_bound(bound)->Included_0,), spec_bound(result)->Included_0); spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded && f.ensures((spec_bound(bound)->Excluded_0,), spec_bound(result)->Excluded_0)",,The source preserves the Bound variant and invokes f exactly once only for Included or Excluded. Moving the FnOnce bound to a where clause avoids the runner's generic-arrow parsing ambiguity; requiring the active call relation to be single-valued makes the modeled mapped value deterministic.,"Rust 1.96 implements Bound::map by preserving the Bound variant and calling an arbitrary `F: FnOnce(T) -> U` on the contained payload for `Included` and `Excluded`. Current vstd vocabulary has no public model for the consumed closure observation or its returned `U`, so a variant-only or constructor-shaped contract leaves the mapped payload underdetermined. This source-backed row is skipped rather than emitted as an underdetermined assume_specification.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, U, F>[ core::ops::Bound::<T>::map ](
    bound: core::ops::Bound<T>,
    f: F,
) -> (result: core::ops::Bound<U>)
where
    F: FnOnce(T) -> U,
    requires
        spec_bound(bound) is Included ==> f.requires((spec_bound(bound)->Included_0,)),
        spec_bound(bound) is Excluded ==> f.requires((spec_bound(bound)->Excluded_0,)),
        spec_bound(bound) is Included ==> forall|u1: U, u2: U|
            #![trigger f.ensures((spec_bound(bound)->Included_0,), u1),
                       f.ensures((spec_bound(bound)->Included_0,), u2)]
            f.ensures((spec_bound(bound)->Included_0,), u1)
                && f.ensures((spec_bound(bound)->Included_0,), u2)
                ==> u1 == u2,
        spec_bound(bound) is Excluded ==> forall|u1: U, u2: U|
            #![trigger f.ensures((spec_bound(bound)->Excluded_0,), u1),
                       f.ensures((spec_bound(bound)->Excluded_0,), u2)]
            f.ensures((spec_bound(bound)->Excluded_0,), u1)
                && f.ensures((spec_bound(bound)->Excluded_0,), u2)
                ==> u1 == u2,
    ensures
        spec_bound(bound) is Unbounded ==> spec_bound(result) is Unbounded,
        spec_bound(bound) is Included ==> spec_bound(result) is Included && f.ensures(
            (spec_bound(bound)->Included_0,),
            spec_bound(result)->Included_0
        ),
        spec_bound(bound) is Excluded ==> spec_bound(result) is Excluded && f.ensures(
            (spec_bound(bound)->Excluded_0,),
            spec_bound(result)->Excluded_0
        ),
;",
core::ops::ControlFlow::continue_ok,add_spec->skip,other,other,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:needs_new_vstd_abstraction,duplicate_vstd_assume_specification,,,,,,,"result == match flow { ControlFlow::Continue(c) => Ok(c), ControlFlow::Break(b) => Err(b), }",,"Existing vstd structurally models ControlFlow, and the source exactly converts Continue(c) to Ok(c) and Break(b) to Err(b) without unwinding.",The existing vstd specification for ControlFlow::continue_ok already covers this API. Adding another assume_specification is rejected as a duplicate.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<B, C>[ ControlFlow::<B, C>::continue_ok ](
    flow: ControlFlow<B, C>,
) -> (result: Result<C, B>)
    ensures
        result == match flow {
            ControlFlow::Continue(c) => Ok(c),
            ControlFlow::Break(b) => Err(b),
        },
    no_unwind
;",
core::ops::ControlFlow::map_break,add_spec->skip,other,other,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"match flow { ControlFlow::Break(b) => f.requires((b,)), ControlFlow::Continue(_) => true, }",,"match flow { ControlFlow::Continue(c) => res == ControlFlow::Continue(c), ControlFlow::Break(b) => match res { ControlFlow::Break(t) => f.ensures((b,), t), ControlFlow::Continue(_) => false, }, }",,Constructor pattern matching exposes the payloads without unsupported enum projections. The source preserves Continue values and applies f exactly once to Break values.,"map_break is higher-order: its Break result depends on invoking an arbitrary FnOnce. Existing vstd vocabulary can relate the result only through the closure's relational ensures clause, which does not establish a deterministic observable output. Strengthening that relation would be unjustified by the source, so no useful ordinary trusted contract is available.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<B, C, T, F>[ ControlFlow::<B, C>::map_break ](
    flow: ControlFlow<B, C>,
    f: F,
) -> (res: ControlFlow<T, C>)
where
    F: FnOnce(B) -> T,
    requires
        match flow {
            ControlFlow::Break(b) => f.requires((b,)),
            ControlFlow::Continue(_) => true,
        },
    ensures
        match flow {
            ControlFlow::Continue(c) => res == ControlFlow::Continue(c),
            ControlFlow::Break(b) => match res {
                ControlFlow::Break(t) => f.ensures((b,), t),
                ControlFlow::Continue(_) => false,
            },
        },
;",
core::ops::ControlFlow::map_continue,add_spec->skip,other,other,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unknown,,ok_inconclusive,,0,0,0,0,0,0,classification:higher_order_contract;determinism_not_proved:unknown,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"match flow { ControlFlow::Continue(c) => f.requires((c,)), ControlFlow::Break(_) => true, }",,"match flow { ControlFlow::Break(b) => res == ControlFlow::Break(b), ControlFlow::Continue(c) => match res { ControlFlow::Continue(t) => f.ensures((c,), t), ControlFlow::Break(_) => false, }, }",,Constructor pattern matching exposes payloads without unsupported enum projections. The source preserves Break values and applies f exactly once to Continue values.,"The result depends on an arbitrary FnOnce output. Existing vstd vocabulary can relate that output through f.ensures, but cannot establish an ordinary deterministic contract without adding an unjustified functionality assumption about the closure.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<B, C, T, F>[ ControlFlow::<B, C>::map_continue ](
    flow: ControlFlow<B, C>,
    f: F,
) -> (res: ControlFlow<B, T>)
where
    F: FnOnce(C) -> T,
    requires
        match flow {
            ControlFlow::Continue(c) => f.requires((c,)),
            ControlFlow::Break(_) => true,
        },
    ensures
        match flow {
            ControlFlow::Break(b) => res == ControlFlow::Break(b),
            ControlFlow::Continue(c) => match res {
                ControlFlow::Continue(t) => f.ensures((c,), t),
                ControlFlow::Break(_) => false,
            },
        },
;",
core::ops::RangeFrom::contains,add_spec->skip,other,other,,,2,1,add_spec,skip,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction,,,,,<Idx as PartialOrdSpec<U>>::obeys_partial_cmp_spec(),,result == range.start.is_le(item),,"RangeFrom supplies an included start and an unbounded end, so containment is exactly start <= item. Requiring the existing PartialOrdSpec law makes the Boolean result fully specified.","The implementation delegates to RangeBounds::contains, but no existing public vstd abstraction is supplied for heterogeneous PartialOrd comparisons. Expressing membership directly would require inventing unsupported comparison semantics, especially for partial orders such as NaN.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<Idx: PartialOrd<Idx>, U>[ RangeFrom::<Idx>::contains ](
    range: &RangeFrom<Idx>,
    item: &U,
) -> (result: bool) where Idx: PartialOrd<U>, U: ?Sized + PartialOrd<Idx>
    requires
        <Idx as PartialOrdSpec<U>>::obeys_partial_cmp_spec(),
    ensures
        result == range.start.is_le(item),
;",
core::ops::RangeInclusive::end,add_spec->skip,other,other,,,1,2,add_spec,add_spec,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,1,0,1,0,,value_unspecified_after_exhaustion,,,value_unspecified_after_exhaustion,value_unspecified_after_exhaustion,,,*ret == r@.end,,"The implementation returns a shared reference to self.end, so its dereferenced semantic value equals the current end component of the existing RangeInclusive view.","Rust 1.96 documents that when a RangeInclusive is used for iteration, the values returned by start() and end() are unspecified after iteration has ended, and separately notes that this accessor's returned value is unspecified after the range has been iterated to exhaustion. An exec spec would have to constrain the accessor result in exhausted states that Rust leaves unspecified, so this target is source-backed as a skip rather than emitted as a deterministic assume_specification.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<Idx>[ core::ops::RangeInclusive::<Idx>::end ](
    r: &core::ops::RangeInclusive<Idx>,
) -> (ret: &Idx)
    ensures
        *ret == r@.end,
;",
core::ops::RangeInclusive::start,add_spec->skip,other,other,,,1,2,add_spec,add_spec,add_spec,skip,assume_specification,assume_specification,True,False,ok,,unsat,,complete,,1,0,1,0,1,0,,value_unspecified_after_exhaustion,,,value_unspecified_after_exhaustion,value_unspecified_after_exhaustion,,,ret == r@.start,,"The implementation returns a shared reference to `self.start`, which vstd publicly models as `r@.start`. This remains valid after exhaustion without promising the original lower bound.","Rust 1.96 documents that when a RangeInclusive is used for iteration, the values returned by start() and end() are unspecified after iteration has ended, and separately notes that this accessor's returned value is unspecified after the range has been iterated to exhaustion. An exec spec would have to constrain the accessor result in exhausted states that Rust leaves unspecified, so this target is source-backed as a skip rather than emitted as a deterministic assume_specification.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<Idx>[ core::ops::RangeInclusive::<Idx>::start ](
    r: &core::ops::RangeInclusive<Idx>,
) -> (ret: &Idx)
    ensures
        ret == r@.start,
;",
core::ops::RangeTo::contains,add_spec->skip,other,other,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:needs_new_vstd_abstraction,classification:needs_new_vstd_abstraction;determinism_unsupported_contract_form,,,,,<U as PartialOrdSpec<Idx>>::obeys_partial_cmp_spec(),,result == item.is_lt(&range.end),,RangeTo containment executes item < end. Requiring the existing PartialOrdSpec law connects that comparison to is_lt and makes the observable boolean fully specified.,"The method performs a heterogeneous partial-order comparison through RangeBounds::contains. Existing vstd PartialOrdSpec vocabulary does not adequately model the required cross-type comparison semantics and reciprocity between U: PartialOrd<Idx> and Idx: PartialOrd<U>. Although the previous contract typechecks and is deterministic, treating U::obeys_partial_cmp_spec() as sufficient is not semantically justified for this generic API. A useful contract requires a new vstd abstraction for heterogeneous PartialOrd behavior.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<Idx: PartialOrd<Idx>, U>[ RangeTo::<Idx>::contains ](
    range: &RangeTo<Idx>,
    item: &U,
) -> (result: bool) where Idx: PartialOrd<U>, U: ?Sized + PartialOrd<Idx>
    requires
        <U as PartialOrdSpec<Idx>>::obeys_partial_cmp_spec(),
    ensures
        result == item.is_lt(&range.end),
;",
core::option::Option::copied,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:unsafe_or_representation_sensitive,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,,"res == (match opt {
            Some(v) => Some(*v),
            None => None,
        })",,The explicit Option<&T> receiver selects the immutable-reference overload. The source exactly preserves None and returns a copy of the referenced value for Some.,A deterministic contract must relate the returned generic T value to the referenced value via dereferencing. That relation is representation-sensitive for an unrestricted Copy type in the available specification vocabulary. Specifying only the Option discriminant would be safe but incomplete and non-deterministic.,,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<'a, T: Copy>[ Option::<&'a T>::copied ](opt: Option<&'a T>) -> (res: Option<T>)
    ensures
        res == (match opt {
            Some(v) => Some(*v),
            None => None,
        }),
    no_unwind
;",
core::option::Option::filter,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"option.is_some() ==> predicate.requires((&option.unwrap(),)); option.is_some() ==> forall|keep1: bool, keep2: bool| #![trigger predicate.ensures((&option.unwrap(),), keep1), predicate.ensures((&option.unwrap(),), keep2)] predicate.ensures((&option.unwrap(),), keep1) && predicate.ensures((&option.unwrap(),), keep2) ==> keep1 == keep2",,"option.is_none() ==> res.is_none(); option.is_some() ==> exists|keep: bool| { &&& #[trigger] predicate.ensures((&option.unwrap(),), keep) &&& res == if keep { option } else { None } }",,The source calls the predicate only for Some and returns the original option exactly when that call yields true. The active-call consistency requirement ensures that the predicate contract admits only one filter decision.,"Option::filter's result depends on invoking an opaque FnOnce predicate. Existing ordinary vstd vocabulary cannot express that dependency without a higher-order requires/ensures contract; omitting it leaves only weak, nondeterministic facts that do not usefully specify the API.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, P>[ Option::<T>::filter ](
    option: Option<T>,
    predicate: P,
) -> (res: Option<T>)
where
    P: FnOnce(&T) -> bool,
    requires
        option.is_some() ==> predicate.requires((&option.unwrap(),)),
        option.is_some() ==> forall|keep1: bool, keep2: bool|
            #![trigger predicate.ensures((&option.unwrap(),), keep1),
                       predicate.ensures((&option.unwrap(),), keep2)]
            predicate.ensures((&option.unwrap(),), keep1)
                && predicate.ensures((&option.unwrap(),), keep2)
                ==> keep1 == keep2,
    ensures
        option.is_none() ==> res.is_none(),
        option.is_some() ==> exists|keep: bool| {
            &&& #[trigger] predicate.ensures((&option.unwrap(),), keep)
            &&& res == if keep { option } else { None }
        },
;",
core::option::Option::inspect,add_spec->skip,data_structure,data_structure,,,2,3,add_spec,add_spec,add_spec,skip,assume_specification,None,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract;determinism_unsupported_contract_form,,,,,"option.is_some() ==> f.requires((&option.unwrap(),))",,"res == option; option.is_some() ==> f.ensures((&option.unwrap(),), ())",,The observable result is always the original option. The conditional closure clauses model the single call made only for Some; its unit result requires no artificial determinism restriction.,"Although `res == option` is source-justified, `inspect` is inherently higher-order: its semantics include conditionally invoking `f` on the contained value. Existing ordinary vstd contract vocabulary cannot model that behavior without a closure contract, so the proposed contract is materially incomplete.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, F: FnOnce(&T)>[ Option::<T>::inspect ](
    option: Option<T>,
    f: F,
) -> (res: Option<T>)
    requires
        option.is_some() ==> f.requires((&option.unwrap(),)),
    ensures
        res == option,
        option.is_some() ==> f.ensures((&option.unwrap(),), ()),
;",
core::option::Option::is_none_or,add_spec->skip,data_structure,data_structure,,,2,2,add_spec,add_spec,add_spec,skip,assume_specification,none,True,False,ok,,unsat,,complete,,1,0,0,0,0,0,classification:higher_order_contract,classification:higher_order_contract,,,,,"option.is_some() ==> f.requires((option.unwrap(),)); option.is_some() ==> forall|out1: bool, out2: bool| #![trigger f.ensures((option.unwrap(),), out1), f.ensures((option.unwrap(),), out2)] f.ensures((option.unwrap(),), out1) && f.ensures((option.unwrap(),), out2) ==> out1 == out2",,"option.is_none() ==> res; option.is_some() ==> f.ensures((option.unwrap(),), res)",,The source returns the affirmative result for None and otherwise returns the callback result. Requiring the active callback relation to be single-valued makes that observable boolean deterministic without restricting the None branch.,"The observable result for Some is exactly the result of invoking an arbitrary FnOnce predicate. Existing vstd higher-order vocabulary can relate the result to f.ensures, but cannot establish an ordinary deterministic output when the predicate contract itself permits multiple results. Adding a stronger result equality would be unsupported by the callback specification, while the None-only behavior would be an incomplete and redundant domain.",,not_applicable,,No requires clause is present.,,,,,"pub assume_specification<T, F>[ Option::<T>::is_none_or ](
    option: Option<T>,
    f: F,
) -> (res: bool)
where
    F: FnOnce(T) -> bool,
    requires
        option.is_some() ==> f.requires((option.unwrap(),)),
        option.is_some() ==> forall|out1: bool, out2: bool|
            #![trigger f.ensures((option.unwrap(),), out1),
                       f.ensures((option.unwrap(),), out2)]
            f.ensures((option.unwrap(),), out1)
                && f.ensures((option.unwrap(),), out2)
                ==> out1 == out2,
    ensures
        option.is_none() ==> res,
        option.is_some() ==> f.ensures((option.unwrap(),), res),
;",
