target,category,status,rounds,initial_decision,final_decision,contract_form,typecheck_passed,det_status,r0_z3,classification,raw_det_reward,guarded_reward,semantic_guarded_reward,issues,semantic_gate_issues,semantic_review_issues,requires,ensures,contract_code,rationale,requires_source_fidelity_classification,requires_source_fidelity_rationale,requires_source_reference,requires_source_excerpt
alloc::boxed::Box::as_ptr,data_structure,,2,add_spec,skip,assume_specification,False,,,,0,0,0,classification:unsafe_or_representation_sensitive,,,,,,"The useful source-level guarantee is the raw pointer's identity and provenance relative to the Box allocation, but expressing that relation requires a raw borrow or equivalent pointer/provenance vocabulary that Verus does not currently support. A weaker result-only property would not adequately model this representation-sensitive API.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::assume_init,data_structure,,3,add_spec,skip,None,False,,,,0,0,0,classification:unsafe_or_representation_sensitive,,,,,,"This unsafe API performs a representation-sensitive transmute from Box<MaybeUninit<T>, A> to Box<T, A>. Although MemContents can describe initialization and the resulting value, an assume_specification would trust precisely the unsafe layout-preserving conversion that requires justification. Existing vstd vocabulary does not provide an ordinary, non-redundant contract that exposes stronger observable semantics without encoding that representation-sensitive operation as an axiom.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::downcast,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:unsafe_or_representation_sensitive,,,,,,"The result depends on the erased value's runtime TypeId, for which the supplied public vstd vocabulary provides no semantic model. Consequently, neither the successful Box<T, A> nor the unchanged Err(Self) can be usefully related to the consumed input without inventing hidden-state or identity access.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::from_raw,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:unsafe_or_representation_sensitive,,,,,,"Box::from_raw transfers ownership of a globally allocated block into a Box. Its validity, allocation provenance, layout, initialization, and unique ownership requirements are hidden raw-pointer state that cannot be expressed by this exact signature using the supplied public vstd vocabulary.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::into_pin,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,"The source guarantees an in-place ownership conversion for arbitrary `T: ?Sized`, but existing vstd equality requires `Sized` values and does not provide a suitable observable model for allocation identity or pinning state. Restricting `T` to `Sized` would create a false domain, while relating the result to the consumed `Box` risks an invalid ownership/uninitialized model.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::into_raw,data_structure,,3,add_spec,skip,None,False,,,,0,0,0,classification:unsafe_or_representation_sensitive;determinism_unsupported_contract_form,,,,,,"Box::into_raw accepts T: ?Sized (represented by the external MetaSized bound), while the proposed proxy implicitly requires T: Sized and therefore cannot match the function signature. Removing the alignment clause does not resolve that signature mismatch, and align_of::<T>() is not uniformly applicable to unsized T. Restricting the contract to sized types would still fail assume_specification's exact-signature requirement. Existing vstd vocabulary also cannot express the transferred allocation ownership, provenance, metadata, or reconstruction obligation that constitutes the useful semantics of this API.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::leak,data_structure,,3,add_spec,skip,None,False,,,,0,0,0,classification:determinism_checker_unsupported;determinism_unsupported_contract_form,,,,,,"The external signature requires T: ?Sized, so a sized-only proxy cannot match assume_specification exactly. Existing vstd equality cannot state preservation of the pointee for the full unsized domain, and vstd lacks suitable vocabulary for allocation identity, provenance, or leak ownership. A weaker contract would be vacuous or omit the API's observable semantics.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::new_uninit_slice,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,"Although the returned slice length is source-justified and observable, the existing vstd model does not provide a suitable ordinary contract for ownership of newly allocated uninitialized storage. The proposed postcondition also produced inconclusive determinism checking, so it should not be trusted.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::new_zeroed,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:ownership_or_uninitialized_model,,,,,,"The implementation guarantees that the allocated storage is filled with zero bytes, but the available public vstd MemContents model cannot express this raw-byte state for arbitrary T. Claiming MemContents::Init would be unsound because an all-zero representation is not valid for every T, while merely returning a Box<MaybeUninit<T>> adds no useful result relation.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::new_zeroed_slice,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,Existing vstd vocabulary cannot soundly model the zero-filled storage of a boxed MaybeUninit slice. A length-only postcondition leaves the observable result underconstrained and does not provide a useful semantic contract.,not_applicable,No requires clause is present.,,
alloc::boxed::Box::pin,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,"The observable return type core::pin::Pin<alloc::boxed::Box<T>> is unsupported by Verus without introducing an external type specification. Existing vstd vocabulary therefore cannot express a useful, typechecking ordinary contract for Box::pin.",not_applicable,No requires clause is present.,,
alloc::boxed::Box::write,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:ownership_or_uninitialized_model;determinism_unsupported_contract_form,,,,,,"The API's essential behavior is an ownership-preserving transition from Box<MaybeUninit<T>, A> to Box<T, A>. Existing vstd vocabulary cannot express allocation identity or the initialization transition. Although *result == value typechecks, it omits that defining behavior and relies on trusted modeling of Box dereference across uninitialized storage, so it is not a suitable ordinary trusted contract.",not_applicable,No requires clause is present.,,
alloc::boxed::BoxedArrayIntoIter::as_mut_slice,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:toolchain_unavailable;no_modeled_observable_output;not_in_verus_rust_1_96,,,,,,"BoxedArrayIntoIter::as_mut_slice is absent from the Rust 1.96 standard library used by Verus, so no exact, unconditionally typecheckable assume_specification declaration can be provided.",not_applicable,No requires clause is present.,,
alloc::boxed::BoxedArrayIntoIter::as_slice,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:toolchain_unavailable;no_modeled_observable_output;not_in_verus_rust_1_96,,,,,,"BoxedArrayIntoIter::as_slice is absent from the Verus Rust 1.96 toolchain, so no exact Rust 1.96 signature exists to target. Its remaining-elements view also depends on private iterator state unavailable through existing public vstd vocabulary.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::append,data_structure,,1,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<Key>(),"final(m)@ == old(m)@.union_prefer_right(old(other)@); final(other)@ == Map::<Key, Value>::empty()","pub assume_specification<Key, Value, A: Allocator + Clone>[ BTreeMap::<Key, Value, A>::append ](
    m: &mut BTreeMap<Key, Value, A>,
    other: &mut BTreeMap<Key, Value, A>,
) where Key: Ord, A: Clone
    requires
        obeys_cmp::<Key>(),
    ensures
        final(m)@ == old(m)@.union_prefer_right(old(other)@),
        final(other)@ == Map::<Key, Value>::empty(),
;","The implementation moves every entry from other into self, chooses the value from other on key conflicts, and replaces other with an empty map. Under obeys_cmp::<Key>(), Map::union_prefer_right expresses exactly this semantic-view behavior.",source_justified,"alloc/src/collections/btree/map.rs:1236 shows this BTree operation is implemented over the ordered map/set structure with an `Ord` bound, and its documented effect is exactly the map/set algebra modeled by the candidate; the Verus `obeys_cmp` law is the bridge from Rust `Ord` execution to the semantic collection view.",alloc/src/collections/btree/map.rs:1236,"1232:     /// assert_eq!(a[&4], ""e"");
1233:     /// assert_eq!(a[&5], ""f"");
1234:     /// ```
1235:     #[stable(feature = ""btree_append"", since = ""1.11.0"")]
1236:     pub fn append(&mut self, other: &mut Self)
1237:     where
1238:         K: Ord,
1239:         A: Clone,
1240:     {
1241:         let other = mem::replace(other, Self::new_in((*self.alloc).clone()));
1242:         self.merge(other, |_key, _self_val, other_val| other_val);
1243:     }
1244: "
alloc::collections::BTreeMap::entry,data_structure,,3,add_spec,skip,None,False,,,,0,0,0,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,,,,,,"The returned Entry adapter and its OccupiedEntry and VacantEntry payloads are unsupported by Verus. Existing vstd vocabulary provides no observable semantic view for this adapter, so a useful, source-justified contract cannot typecheck without first specifying those external types and their prophetic mutation behavior.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::extract_if,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:iterator_or_adapter_result,,,,,,"The returned ExtractIf mutably borrows the map and performs predicate-driven mutation and removal only as it is consumed. Its effects depend on partial consumption, drop, and mutable predicate calls. No supplied public vstd vocabulary models this prophetic iterator state, so neither the final map nor yielded entries can be related soundly and usefully.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::first_entry,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:complex_result_or_pattern_model;determinism_unsupported_contract_form,,,,,,"The observable result type contains OccupiedEntry, which Verus does not support and existing vstd vocabulary does not model. Consequently, even a result-shape contract cannot typecheck without first adding an external type specification. Omitting the result would fail to provide a useful observable semantic contract, so this API should be skipped.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::first_key_value,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,vstd::laws_cmp::obeys_cmp::<Key>(),"match result {
            Some((key, value)) => {
                &&& m@.contains_key(*key)
                &&& m@[*key] == *value
                &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                    (*key).cmp_spec(&other) != core::cmp::Ordering::Greater
                &&& *key == choose|candidate: Key| {
                    m@.contains_key(candidate)
                        && forall|other: Key| #[trigger] m@.contains_key(other) ==>
                            candidate.cmp_spec(&other) != core::cmp::Ordering::Greater
                }
            },
            None => m@.is_empty(),
        }","pub assume_specification<
    'a,
    Key: core::cmp::Ord,
    Value,
    A: alloc::alloc::Allocator + core::clone::Clone,
>[ alloc::collections::BTreeMap::<Key, Value, A>::first_key_value ](
    m: &'a alloc::collections::BTreeMap<Key, Value, A>,
) -> (result: core::option::Option<(&'a Key, &'a Value)>)
    requires
        vstd::laws_cmp::obeys_cmp::<Key>(),
    ensures
        match result {
            Some((key, value)) => {
                &&& m@.contains_key(*key)
                &&& m@[*key] == *value
                &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                    (*key).cmp_spec(&other) != core::cmp::Ordering::Greater
                &&& *key == choose|candidate: Key| {
                    m@.contains_key(candidate)
                        && forall|other: Key| #[trigger] m@.contains_key(other) ==>
                            candidate.cmp_spec(&other) != core::cmp::Ordering::Greater
                }
            },
            None => m@.is_empty(),
        },
;","The result is related to the map view and identified as its minimum key, matching the documented implementation behavior. The canonical choose expression makes the semantic key output explicitly deterministic; under obeys_cmp, a nonempty finite map has a unique minimum. The associated value is then fixed by the map view.",source_justified,alloc/src/collections/btree/map.rs:810 shows the BTree operation's Rust source is ordered by the `Ord` comparator; the Verus `obeys_cmp` precondition is the vstd law connecting that source comparator to the semantic map/set view.,alloc/src/collections/btree/map.rs:810,"806:     /// map.insert(2, ""a"");
807:     /// assert_eq!(map.first_key_value(), Some((&1, &""b"")));
808:     /// ```
809:     #[stable(feature = ""map_first_last"", since = ""1.66.0"")]
810:     pub fn first_key_value(&self) -> Option<(&K, &V)>
811:     where
812:         K: Ord,
813:     {
814:         let root_node = self.root.as_ref()?.reborrow();
815:         root_node.first_leaf_edge().right_kv().ok().map(Handle::into_kv)
816:     }
817: 
818:     /// Returns the first entry in the map for in-place manipulation."
alloc::collections::BTreeMap::get_key_value,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"Existing vstd BTreeMap vocabulary models borrowed-key lookup only through value-oriented predicates. It cannot identify the particular stored key reference returned by get_key_value. Consequently, an ordinary contract either leaves an observable component underdetermined or adds an unsupported relation between the query and stored key.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::get_mut,data_structure,,4,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<Key>(),"{
            let old_map = old(m)@;
            let selected_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &selected_key)
            &&& result is Some == contains_borrowed_key(old_map, k)
            &&& match result {
                Some(v) => {
                    &&& *v == old_map[selected_key]
                    &&& *final(v) == *v
                    &&& final(m)@ == old_map
                },
                None => {
                    &&& !contains_borrowed_key(old_map, k)
                    &&& final(m)@ == old_map
                },
            }
        }","pub assume_specification<
    'a,
    Key: core::borrow::Borrow<Q> + core::cmp::Ord,
    Value,
    A: core::alloc::Allocator + core::clone::Clone,
    Q: core::cmp::Ord + ?Sized,
>[ alloc::collections::BTreeMap::<Key, Value, A>::get_mut::<Q> ](
    m: &'a mut alloc::collections::BTreeMap<Key, Value, A>,
    k: &Q,
) -> (result: core::option::Option<&'a mut Value>)
    requires
        obeys_cmp::<Key>(),
    ensures
        {
            let old_map = old(m)@;
            let selected_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &selected_key)
            &&& result is Some == contains_borrowed_key(old_map, k)
            &&& match result {
                Some(v) => {
                    &&& *v == old_map[selected_key]
                    &&& *final(v) == *v
                    &&& final(m)@ == old_map
                },
                None => {
                    &&& !contains_borrowed_key(old_map, k)
                    &&& final(m)@ == old_map
                },
            }
        },
;","Rust 1.96 documents BTreeMap::get_mut as returning a mutable reference to the value for the borrowed key, requires borrowed-form ordering to match the key ordering, and implements the lookup by search_tree(key) with Found(handle) returning handle.into_val_mut(). The contract chooses the stored key selected by the borrowed-key model, returns the old value through that mutable reference, and records that the lookup itself does not mutate the map.",source_justified,"alloc/src/collections/btree/map.rs:1006 documents that get_mut returns a mutable reference to the value for a borrowed key, requires borrowed-key ordering to match the owned key ordering, and implements the lookup with `search_tree(key)` / `Found(handle) => Some(handle.into_val_mut())`; `obeys_cmp` is the vstd law connecting that source ordering behavior to the semantic map view.",alloc/src/collections/btree/map.rs:1006,"981:         K: Borrow<Q> + Ord,
982:         Q: Ord,
987:     /// Returns a mutable reference to the value corresponding to the key.
1006:     pub fn get_mut<Q: ?Sized>(&mut self, key: &Q) -> Option<&mut V>
1008:         K: Borrow<Q> + Ord,
1009:         Q: Ord,
1012:         match root_node.search_tree(key) {
1013:             Found(handle) => Some(handle.into_val_mut()),
1014:             GoDown(_) => None,"
alloc::collections::BTreeMap::into_keys,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:iterator_or_adapter_result,,,,,,"The implementation wraps the map's consuming iterator, but the supplied public vstd vocabulary models only borrowed Keys iterators. Without an IteratorSpec/prophetic model for IntoKeys, no non-vacuous relation to the consumed map's keys, ordering, or iteration behavior is expressible.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::into_values,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:iterator_or_adapter_result,,,,,,"The method returns an IntoValues iterator whose remaining ordered values require a prophetic iterator model. The supplied public vstd vocabulary provides no model connecting IntoValues to the consumed BTreeMap, so no useful non-vacuous result relation is expressible.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::iter_mut,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,,,,,,"Verus does not support BTreeMap::IterMut, and existing vstd vocabulary provides no observable semantic model for the returned mutable iterator. Domain preservation alone does not model the iterator result and therefore is not a useful ordinary contract for this iterator-producing API.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::last_entry,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:complex_result_or_pattern_model;determinism_unsupported_contract_form,,,,,,"The return type OccupiedEntry is unsupported by Verus and has no existing vstd semantic model. Consequently, even matching on the Option result fails to typecheck, and no useful observable postcondition can be expressed without first adding an external type specification for OccupiedEntry.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::last_key_value,data_structure,,2,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<Key>(),"match result {
            Some((k, v)) => {
                &&& *k == choose|max_key: Key| {
                    &&& m@.contains_key(max_key)
                    &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                        other.cmp_spec(&max_key) != core::cmp::Ordering::Greater
                }
                &&& m@.contains_key(*k)
                &&& m@[*k] == *v
                &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                    other.cmp_spec(k) != core::cmp::Ordering::Greater
            },
            None => m@.is_empty(),
        }","pub assume_specification<
    'a,
    Key: Ord,
    Value,
    A: Allocator + Clone,
>[ BTreeMap::<Key, Value, A>::last_key_value ](
    m: &'a BTreeMap<Key, Value, A>,
) -> (result: Option<(&'a Key, &'a Value)>)
    requires
        obeys_cmp::<Key>(),
    ensures
        match result {
            Some((k, v)) => {
                &&& *k == choose|max_key: Key| {
                    &&& m@.contains_key(max_key)
                    &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                        other.cmp_spec(&max_key) != core::cmp::Ordering::Greater
                }
                &&& m@.contains_key(*k)
                &&& m@[*k] == *v
                &&& forall|other: Key| #[trigger] m@.contains_key(other) ==>
                    other.cmp_spec(k) != core::cmp::Ordering::Greater
            },
            None => m@.is_empty(),
        },
;","The implementation returns None for an empty map and otherwise returns the value stored at the comparator-maximal key. Equating the returned key with a deterministic choice of the maximal stored key makes the modeled semantic output explicit while retaining directly usable membership, lookup, and maximality facts.",source_justified,alloc/src/collections/btree/map.rs:893 shows the BTree operation's Rust source is ordered by the `Ord` comparator; the Verus `obeys_cmp` precondition is the vstd law connecting that source comparator to the semantic map/set view.,alloc/src/collections/btree/map.rs:893,"889:     /// map.insert(2, ""a"");
890:     /// assert_eq!(map.last_key_value(), Some((&2, &""a"")));
891:     /// ```
892:     #[stable(feature = ""map_first_last"", since = ""1.66.0"")]
893:     pub fn last_key_value(&self) -> Option<(&K, &V)>
894:     where
895:         K: Ord,
896:     {
897:         let root_node = self.root.as_ref()?.reborrow();
898:         root_node.last_leaf_edge().left_kv().ok().map(Handle::into_kv)
899:     }
900: 
901:     /// Returns the last entry in the map for in-place manipulation."
alloc::collections::BTreeMap::pop_first,data_structure,,3,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<Key>(),"if old(m)@.is_empty() {
            &&& result is None
            &&& final(m)@ == old(m)@
        } else {
            let k = choose|k: Key| {
                &&& old(m)@.contains_key(k)
                &&& forall|key: Key| #[trigger] old(m)@.contains_key(key) ==>
                    key == k || k.cmp_spec(&key) == core::cmp::Ordering::Less
            };
            &&& result == Some((k, old(m)@[k]))
            &&& final(m)@ == old(m)@.remove(k)
        }","pub assume_specification<
    Key: core::cmp::Ord,
    Value,
    A: alloc::alloc::Allocator + core::clone::Clone,
>[ alloc::collections::BTreeMap::<Key, Value, A>::pop_first ](
    m: &mut alloc::collections::BTreeMap<Key, Value, A>,
) -> (result: core::option::Option<(Key, Value)>)
    requires
        obeys_cmp::<Key>(),
    ensures
        if old(m)@.is_empty() {
            &&& result is None
            &&& final(m)@ == old(m)@
        } else {
            let k = choose|k: Key| {
                &&& old(m)@.contains_key(k)
                &&& forall|key: Key| #[trigger] old(m)@.contains_key(key) ==>
                    key == k || k.cmp_spec(&key) == core::cmp::Ordering::Less
            };
            &&& result == Some((k, old(m)@[k]))
            &&& final(m)@ == old(m)@.remove(k)
        },
;","The nonempty case defines the minimum key once with a deterministic choice expression, then fixes both the returned pair and final map from that key. The empty case fixes the None result and unchanged map. This preserves the source-documented semantics while making all observable outputs syntactically determined.",source_justified,alloc/src/collections/btree/map.rs:872 shows the BTree operation's Rust source is ordered by the `Ord` comparator; the Verus `obeys_cmp` precondition is the vstd law connecting that source comparator to the semantic map/set view.,alloc/src/collections/btree/map.rs:872,"868:     /// }
869:     /// assert!(map.is_empty());
870:     /// ```
871:     #[stable(feature = ""map_first_last"", since = ""1.66.0"")]
872:     pub fn pop_first(&mut self) -> Option<(K, V)>
873:     where
874:         K: Ord,
875:     {
876:         self.first_entry().map(|entry| entry.remove_entry())
877:     }
878: 
879:     /// Returns the last key-value pair in the map.
880:     /// The key in this pair is the maximum key in the map."
alloc::collections::BTreeMap::pop_last,data_structure,,3,add_spec,add_spec,assume_specification,True,ok,unsat,complete,1,1,1,,,,obeys_cmp::<Key>(),"if old(m)@.is_empty() {
            &&& result is None
            &&& final(m)@ == old(m)@
        } else {
            let k = choose|k: Key|
                old(m)@.contains_key(k)
                && forall|other: Key| #![auto]
                    old(m)@.contains_key(other) ==> {
                        other.cmp_spec(&k) is Less || other == k
                    };
            &&& result == Some((k, old(m)@[k]))
            &&& final(m)@ == old(m)@.remove(k)
        }","pub assume_specification<Key: Ord, Value, A: Allocator + Clone>[ BTreeMap::<Key, Value, A>::pop_last ](
    m: &mut BTreeMap<Key, Value, A>,
) -> (result: Option<(Key, Value)>)
    requires
        obeys_cmp::<Key>(),
    ensures
        if old(m)@.is_empty() {
            &&& result is None
            &&& final(m)@ == old(m)@
        } else {
            let k = choose|k: Key|
                old(m)@.contains_key(k)
                && forall|other: Key| #![auto]
                    old(m)@.contains_key(other) ==> {
                        other.cmp_spec(&k) is Less || other == k
                    };
            &&& result == Some((k, old(m)@[k]))
            &&& final(m)@ == old(m)@.remove(k)
        },
;","For a nonempty map, lawful total ordering makes the maximum key unique. Naming that key with a specification-level choice makes both the returned pair and final map syntactically determined while preserving the source-documented maximum-element semantics. The empty case explicitly fixes both observable outputs.",source_justified,alloc/src/collections/btree/map.rs:955 shows the BTree operation's Rust source is ordered by the `Ord` comparator; the Verus `obeys_cmp` precondition is the vstd law connecting that source comparator to the semantic map/set view.,alloc/src/collections/btree/map.rs:955,"951:     /// }
952:     /// assert!(map.is_empty());
953:     /// ```
954:     #[stable(feature = ""map_first_last"", since = ""1.66.0"")]
955:     pub fn pop_last(&mut self) -> Option<(K, V)>
956:     where
957:         K: Ord,
958:     {
959:         self.last_entry().map(|entry| entry.remove_entry())
960:     }
961: 
962:     /// Returns `true` if the map contains a value for the specified key.
963:     ///"
alloc::collections::BTreeMap::range,data_structure,,1,skip,skip,assume_specification,False,,,,0,0,0,classification:iterator_or_adapter_result,,,,,,"The returned Range exposes lazy double-ended iterator behavior backed by private tree state. The supplied public vstd vocabulary models BTreeMap as a Map but provides no prophetic model for Range or public relation connecting RangeBounds<T> to the ordered sequence of borrowed keys. Therefore no useful, non-vacuous result relation is expressible.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::range_mut,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,classification:iterator_or_adapter_result,,,,,,"RangeMut is unsupported by Verus, and existing vstd vocabulary cannot observably characterize the returned iterator, its bounded entries, or its mutable value references. Specifying only preservation of the map domain is redundant and does not model the iterator result.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::remove_entry,data_structure,,2,add_spec,skip,None,False,,,,0,0,0,determinism_unsupported_contract_form,,,,,,"Existing vstd borrowed-key predicates cannot identify the unique stored key selected by the query. Consequently, they cannot deterministically characterize the returned owned key-value pair together with the exact map update. Strengthening the contract would require vocabulary relating borrowed-key ordering to a specific owned key.",not_applicable,No requires clause is present.,,
alloc::collections::BTreeMap::retain,data_structure,,3,add_spec,skip,None,False,,,,0,0,0,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,,,,,,"Existing vstd vocabulary cannot express the stateful FnMut predicate's per-entry decisions and value mutations. The only typechecked generic postcondition, non-increasing map length, is too weak to provide a useful semantic contract, while stronger retained-entry claims would require a prophetic closure model and assumptions excluding key interior mutability.",not_applicable,No requires clause is present.,,
